name,duration,popularity,artists,album_name,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,n_beats,n_bars,genre
Electric Sky 2016 (feat. Krystal),184,21,S3RL;Krystal,Electric Sky 2016 (feat. Krystal),0.525,0.969,11,-1.22,0.0714,0.0335,0.00823,0.3,0.615,175.106,536.0,133.0,happy
Trife,224,32,Oliver Schories,Trife,0.733,0.823,8,-8.003,0.0438,0.00295,0.906,0.0965,0.428,123.998,447.0,111.0,techno
Ordsmedar Av Rang,267,8,Kvelertak,Kvelertak,0.4,0.823,0,-5.412,0.0563,0.000337,0.787,0.1,0.128,134.887,597.0,149.0,black-metal
是但求其愛,269,49,Eason Chan,是但求其愛,0.326,0.272,6,-9.536,0.0434,0.94,0.00337,0.301,0.253,181.863,794.0,200.0,mandopop
Como la Primera Vez,158,36,Cyclo;Zarcort,La Oveja Negra,0.741,0.358,8,-13.815,0.0767,0.709,1.47e-06,0.179,0.547,134.954,353.0,88.0,spanish
Wisdom Seeker,223,17,TJ Cream;Beloved Music,Wisdom Seeker,0.825,0.68,6,-6.816,0.156,0.135,0.0,0.109,0.722,96.029,351.0,87.0,afrobeat
It's Alright 2019 - Radio Mix,200,8,Sterling Void;ferKKo,It's Alright 2019,0.605,0.902,0,-6.537,0.0382,0.00624,0.0061,0.136,0.768,124.991,412.0,104.0,chicago-house
Great Big White World,301,51,Marilyn Manson,Mechanical Animals,0.38,0.727,8,-7.397,0.0376,4.1e-05,0.186,0.0949,0.115,165.85,827.0,206.0,industrial
Dawn is Coming,221,22,Andy Thorn,Songs of the Sunrise Fox,0.54,0.435,10,-18.341,0.0443,0.966,0.775,0.0932,0.929,117.031,415.0,103.0,bluegrass
If We Ever - 2018 Remaster,320,23,High Contrast,If We Ever (Unglued Remix),0.542,0.875,7,-4.285,0.0507,0.000356,0.31,0.359,0.114,172.973,895.0,224.0,j-dance
Dale,164,48,Pole.;Hens,Dale,0.818,0.808,2,-4.109,0.0531,0.0165,0.0,0.226,0.798,110.023,295.0,73.0,spanish
Mind Games,194,18,Chronic Law,Mind Games,0.715,0.54,9,-7.223,0.0621,0.834,0.0,0.249,0.606,85.954,256.0,64.0,j-dance
Em Teus Braços - Acústico,255,60,Lukas Agustinho,Em Teus Braços (Acústico),0.396,0.485,11,-8.249,0.0344,0.615,0.0,0.151,0.739,62.518,262.0,66.0,brazil
迷宮のアンドローラ,207,30,Kyoko Koizumi,迷宮のアンドローラ,0.641,0.859,8,-5.066,0.0387,0.0773,0.364,0.058,0.752,147.78,508.0,126.0,techno
BACK TO LIFE - TC/TC,180,2,twocolors;Kairos Grove,Night Drive Autumn/Winter 2022/23,0.589,0.838,10,-5.945,0.0417,0.00587,0.228,0.379,0.322,126.113,372.0,92.0,chicago-house
Lemonade - Ukulele Version,181,63,Jeremy Passion,For More Than a Feeling,0.546,0.221,2,-8.915,0.063,0.868,0.0,0.0994,0.593,128.144,385.0,96.0,sleep
風に吹かれても,221,21,Keyakizaka46,永遠より長い一瞬 ~あの頃、確かに存在した私たち~(Complete Edition),0.705,0.906,4,-2.734,0.119,0.344,0.0,0.328,0.851,125.925,452.0,112.0,j-idol
Tico-Tico no Fubá,246,17,Orquestra Brasileira de Música Jamaicana,Volume I,0.832,0.724,5,-5.64,0.05,0.704,0.384,0.146,0.954,131.949,530.0,133.0,afrobeat
Cachete a Cachete,287,31,Los Amigos Invisibles,The New Sound of the Venezuelan Gozadera,0.781,0.755,7,-7.015,0.0395,0.564,0.00267,0.126,0.597,118.168,562.0,140.0,afrobeat
Sweet Dreams (Are Made Of This),293,72,Marilyn Manson,Smells Like Children,0.392,0.642,8,-5.267,0.0326,0.0048,0.486,0.296,0.129,92.698,446.0,111.0,industrial
Spreading the Deception,283,0,AMONGST THE ASHES,Agonizing Awakening,0.398,0.918,6,-6.989,0.0421,1.75e-05,0.292,0.354,0.409,170.05,784.0,196.0,iranian
It's Alright - Mark Knight Remix - TR441,236,12,Sterling Void;Paris Brightledge;Mark Knight,Toolroom Radio EP441 - Presented by Mark Knight,0.651,0.949,0,-7.657,0.048,0.267,0.0155,0.138,0.567,123.001,482.0,119.0,chicago-house
今天陽光就是特別耀眼特別和諧 feat. 韋禮安,186,51,Pets Tseng;WeiBird,今天陽光就是特別耀眼特別和諧,0.569,0.488,0,-9.698,0.0409,0.175,0.0,0.263,0.212,81.998,245.0,61.0,mandopop
Road Song,180,53,Ikebe Shakedown,The Beast / Road Song,0.63,0.735,2,-7.682,0.0346,0.464,0.8,0.0817,0.727,106.589,316.0,78.0,afrobeat
The Wild Palm,195,3,Kyson,Lucky Notes,0.297,0.249,2,-14.813,0.037,0.971,0.00568,0.121,0.0428,58.371,187.0,46.0,idm
Magic Ways,118,6,Chillowfy,Magic Ways,0.535,0.678,1,-13.146,0.0389,0.00262,0.957,0.0797,0.663,97.603,192.0,46.0,study
Antonios röst,134,16,Germaine Franco,Encanto (Svenskt Original Soundtrack),0.424,0.321,7,-11.358,0.0613,0.501,0.601,0.106,0.213,108.063,234.0,58.0,disney
Flores em Vida,187,0,Toca do Vale,Seu Polícia,0.594,0.714,0,-5.181,0.0354,0.565,0.0,0.203,0.485,137.218,428.0,110.0,forro
音楽を捨てよ、そして音楽へ - シン・ガイアズ ver.,386,17,Seiko Oomori,大森靖子,0.37,0.843,0,-2.707,0.142,0.0859,3.74e-05,0.0666,0.395,82.581,528.0,131.0,j-idol
Des fissures apparaissent,82,25,Germaine Franco,Encanto: La fantastique famille Madrigal (Bande Originale Française du Film),0.198,0.483,1,-14.552,0.0506,0.831,0.927,0.0979,0.234,76.592,101.0,32.0,disney
Dead Set,299,30,Sevendust,Animosity,0.465,0.945,6,-3.47,0.152,0.000294,1.48e-06,0.215,0.48,172.064,852.0,215.0,industrial
We Wish You a Merry Christmas,133,13,Timothy Infinite,We Wish You a Merry Christmas,0.706,0.584,4,-8.492,0.0289,0.694,0.879,0.0759,0.339,131.969,288.0,94.0,study
My Paradise,211,61,Jamie Jones,My Paradise,0.749,0.74,10,-8.528,0.0313,0.0005,0.154,0.112,0.887,128.012,447.0,113.0,techno
Gringo,194,0,IWaata,Gringo,0.858,0.725,5,-10.373,0.163,0.631,0.0,0.0891,0.358,100.002,320.0,80.0,j-dance
King of the Hill,302,21,Five Pointe O,Untitled,0.218,0.91,5,-4.083,0.102,0.000611,6.04e-06,0.0964,0.258,182.998,722.0,182.0,industrial
モンスター,223,22,SHIKI THEATRE COMPANY,ディズニー 『アナと雪の女王』 ミュージカル <劇団四季> (オリジナル・サウンドトラック),0.385,0.432,9,-8.397,0.0581,0.574,0.0,0.193,0.19,94.843,348.0,88.0,disney
Let,134,3,Dj Gizmo,Let,0.756,0.412,1,-11.219,0.111,0.099,0.000486,0.341,0.489,127.475,285.0,71.0,happy
Phir Le Aya Dil - Reprise,305,62,Pritam;Arijit Singh,Barfi! (Original Motion Picture Soundtrack),0.237,0.543,7,-8.921,0.0372,0.838,3.86e-06,0.0961,0.316,73.896,372.0,93.0,indian
Hear Me Out,279,48,Cosmic Gate;Diana Miro,Hear Me Out,0.524,0.894,9,-5.214,0.0378,0.00685,0.226,0.156,0.134,122.97,527.0,133.0,techno
Cuando Suba La Marea,265,52,Amaral,Hacia Lo Salvaje,0.634,0.643,8,-5.177,0.0271,0.386,9.61e-05,0.109,0.409,115.997,499.0,125.0,spanish
Breakin' Thru,321,25,Leftover Salmon,The Nashville Sessions,0.636,0.721,2,-8.705,0.0366,0.208,1.47e-05,0.0938,0.63,129.898,683.0,171.0,bluegrass
Stop Wasting My Time,217,14,Matt Large,Piano For Painkillers,0.676,0.662,2,-9.466,0.0297,0.834,0.683,0.139,0.494,133.871,481.0,119.0,study
Joshua's Lullaby,146,6,The Tiny Boppers,Joshua's Bedtime Lullaby,0.372,0.156,2,-15.847,0.043,0.925,0.000256,0.0997,0.332,88.1,212.0,69.0,disney
Dangerous,220,56,Royal Deluxe,Born for This,0.521,0.484,4,-6.122,0.0747,0.0272,0.000191,0.0904,0.758,79.625,283.0,70.0,bluegrass
You Deserve the Glory,222,32,Aaron Keyes,Because,0.614,0.417,11,-10.491,0.0275,0.453,1.1e-05,0.199,0.309,132.06,482.0,120.0,indian
Element L1,106,24,defrag,Lament Element,0.124,0.146,0,-17.24,0.0428,0.547,0.805,0.0897,0.0323,77.36,124.0,30.0,idm
寄り酔い,216,57,和ぬか,寄り酔い,0.591,0.665,6,-6.525,0.153,0.14,0.00103,0.382,0.694,118.195,486.0,122.0,j-idol
There Will Be Blood,197,0,Kim Petras,Halloween Songs | Witches Hour,0.563,0.879,0,-4.735,0.0907,0.00125,1.76e-05,0.166,0.602,107.013,352.0,88.0,breakbeat
Campana Sobre Campana,130,24,La Oreja de Van Gogh,Campana Sobre Campana,0.656,0.383,9,-14.554,0.0274,0.0197,0.0331,0.0715,0.407,94.012,189.0,46.0,spanish
Weapons of Mad Distortion,290,0,The Crystal Method,Blade:Trinity,0.551,0.968,1,-5.242,0.123,0.01,0.169,0.212,0.272,105.047,506.0,126.0,breakbeat
Deva Deva (Malayalam),276,33,Pritam;Hesham Abdul Wahab;Arijit Singh;Arya Dhayal,Brahmastra (Malayalam) [Original Motion Picture Soundtrack],0.592,0.698,0,-7.593,0.033,0.77,0.0469,0.0951,0.396,112.019,504.0,125.0,indian
Halkat Jawani,238,54,Salim–Sulaiman;Sunidhi Chauhan,Heroine (Original Motion Picture Soundtrack),0.709,0.812,6,-2.497,0.119,0.108,2.11e-06,0.465,0.908,131.984,517.0,129.0,indian
I am I,228,20,Sakurako Ohara,Passion,0.693,0.832,10,-2.008,0.0333,0.145,0.0,0.106,0.523,119.95,445.0,111.0,j-idol
Balboa Dub,264,16,Bixiga 70,Bixiga 70 (2011),0.644,0.831,11,-8.835,0.0343,0.221,0.895,0.127,0.759,126.061,548.0,136.0,afrobeat
Red de Maracujá,154,0,Renanzin Pressão,Paredão do Renanzin,0.707,0.921,9,-1.735,0.0516,0.149,0.000624,0.12,0.962,139.982,355.0,89.0,forro
Velvet Morning 22 (ASOT 1090),137,17,Kyau & Albert,ASOT 1090 - A State Of Trance Episode 1090,0.479,0.946,10,-7.859,0.0388,0.000548,0.261,0.136,0.0381,125.487,287.0,71.0,techno
Plump,129,35,Jobii,Llama Drama,0.655,0.692,0,-8.707,0.0444,0.00981,0.727,0.489,0.113,139.064,290.0,72.0,study
Ministry of Love - Ejeca Remix,351,5,Romanthony;Ejeca,Ministry of Love (2013 Remixes - Pt. 2),0.738,0.557,11,-9.603,0.158,0.00406,0.0823,0.476,0.268,124.948,725.0,183.0,chicago-house
Jesus Walked On Water... (feat. Alicia Mv),69,0,Leila Bela;Alicia Mv,Angra Manyu,0.409,0.499,4,-12.559,0.0475,0.812,0.389,0.318,0.405,136.747,152.0,37.0,iranian
(......醉鬼阿Q)(feat. 孫燕姿),216,26,吳青峰;Stefanie Sun,(......醉鬼阿Q),0.586,0.79,7,-6.834,0.0453,0.0254,0.000761,0.138,0.228,120.067,427.0,107.0,mandopop
Jaque Mate,222,0,Maikel Delacalle;Justin Quiles,Queda poco para la PAES 2.0,0.782,0.797,10,-5.229,0.0387,0.13,1.89e-05,0.165,0.554,110.045,399.0,98.0,spanish
Pathologically Bored - Remix,298,8,Deru,1979: Remixed,0.123,0.216,10,-16.622,0.0357,0.986,0.954,0.139,0.031,81.641,395.0,98.0,idm
I Want To Your Joke,153,11,Ryoma Maeda,FANTASTIC SUICIDE,0.611,0.911,0,-4.289,0.0418,0.000475,0.452,0.333,0.639,132.961,331.0,83.0,idm
The Hard Way,269,29,Sierra Hull,Secrets,0.368,0.233,1,-12.382,0.0303,0.861,2.56e-06,0.103,0.36,158.241,687.0,172.0,bluegrass
Mehrama,249,76,Pritam;Darshan Raval;Antara Mitra,Love Aaj Kal (Original Motion Picture Soundtrack),0.56,0.631,7,-9.032,0.0334,0.861,0.0133,0.0985,0.376,107.987,434.0,109.0,indian
平均,221,12,fishbowl,平均,0.694,0.889,8,-4.498,0.0402,0.0557,0.0,0.11,0.853,128.029,464.0,116.0,j-idol
Youngstown,224,22,Blue Moon Rising,One Lonely Shadow,0.471,0.482,2,-9.671,0.0274,0.814,3.39e-05,0.136,0.482,147.971,547.0,136.0,bluegrass
Gentle Waves,87,33,Nature Sound Series;Nature Sounds;Animal and Bird Songs;Nature Sound Collection;Deep Sleep & Relajacion Del Mar,"Waves of the Sea, Ocean and Lakes (Loopable Audio for Ambiance, Meditation, Insomnia, and Restless Children)",0.169,0.995,7,-16.293,0.0526,0.762,0.821,0.483,1e-05,86.664,126.0,32.0,sleep
Bby Yo,200,23,Cyclo,Happy Piscis,0.725,0.68,7,-7.345,0.0503,0.284,0.0105,0.171,0.679,175.897,576.0,144.0,spanish
Riders Of The Apocalypse,274,0,1349,Liberation,0.163,0.993,4,-4.106,0.147,5.84e-05,0.552,0.381,0.236,147.591,662.0,165.0,black-metal
Calling The People,327,20,Aphrodite;A-Zone,Aphro Classics 4,0.714,0.98,6,-2.127,0.0595,0.00692,0.818,0.0414,0.883,158.463,863.0,215.0,breakbeat
Grey Sky,254,40,Donbor,Magnatron 2.0,0.598,0.859,2,-6.6,0.0419,0.0107,0.00127,0.0983,0.185,114.952,487.0,122.0,techno
Filha do Patrão,192,39,Iguinho e Lulinha,Simbora pra Vaquejada,0.616,0.891,11,-4.123,0.0486,0.18,0.0,0.0909,0.835,133.026,425.0,107.0,forro
大風吹,236,6,No Party For Cao Dong,醜奴兒,0.523,0.543,2,-9.544,0.0385,0.0694,0.00234,0.0516,0.489,175.944,655.0,164.0,mandopop
I Remember - Studio Version,207,32,Planetshakers,I Remember (Studio Version),0.459,0.734,1,-6.151,0.0424,0.0052,0.0,0.25,0.39,76.011,259.0,65.0,mandopop
Full Measures,268,48,Hozho,Full Measures (Extended Mix),0.781,0.693,4,-9.075,0.0363,0.0283,0.857,0.117,0.0964,127.03,558.0,140.0,techno
Minha Pequena,174,44,Gleydson Gavião,"Voando Feito Um Gavião, Pt. 3",0.624,0.871,0,-3.498,0.0352,0.386,0.0,0.335,0.886,161.666,458.0,115.0,forro
Ponrom Pompom,248,47,Washington Brasileiro,Ponrom Pompom,0.688,0.97,10,-2.87,0.0507,0.412,0.000109,0.343,0.877,112.956,464.0,115.0,forro
Ragga Tip (Walk & Skank) - Original Mix,289,24,Ed Solo;Deekline,Ragga Tip,0.714,0.958,9,-6.769,0.0527,0.000976,0.0118,0.0466,0.85,174.977,831.0,206.0,breakbeat
サンフラワー,254,29,Philosophy no Dance,サンフラワー (Deluxe Edition),0.664,0.871,1,-3.189,0.0362,0.056,0.0,0.0677,0.601,119.996,493.0,123.0,j-idol
Haunted Rockin' Street - Edited Version,244,11,Tokyo Disneyland,Tokyo Disney Resort Autumn Best (Special Edition),0.317,0.816,9,-7.44,0.114,0.000454,0.0,0.304,0.411,153.828,620.0,156.0,disney
Héroes del poder,191,32,Ángeles Del Infierno,Diabólica,0.159,0.913,1,-12.378,0.0853,6.1e-05,0.0229,0.366,0.0363,189.19,586.0,147.0,spanish
Simigwa-Do,258,31,Gyedu-Blay Ambolley,Ketan,0.805,0.812,1,-5.43,0.0925,0.0318,0.000998,0.0804,0.748,122.003,519.0,128.0,afrobeat
Electric Atmosphere - Live,207,44,Planetshakers,Heaven On Earth,0.663,0.899,1,-3.816,0.0472,0.00041,0.000905,0.366,0.841,118.015,401.0,99.0,indian
Snow Over Arizona - Bassbin Twins Edit,203,7,Stone Lions,Bassbin Twins Vs Marine Parade,0.589,0.983,2,-3.069,0.11,0.00221,0.868,0.417,0.391,132.082,447.0,111.0,breakbeat
Veneration of the Lunar Orb,312,19,Sulphur Aeon,The Scythe of Cosmic Chaos,0.377,0.971,3,-7.267,0.0845,1.71e-06,0.636,0.118,0.059,95.046,482.0,119.0,black-metal
Zeros & Heroes,250,22,Clawfinger,Zeros & Heroes (Limited Edition),0.616,0.964,10,-5.398,0.0885,0.00113,3.29e-06,0.414,0.364,129.986,541.0,135.0,industrial
Mere Nishaan,300,53,Kailash Kher;Meet Bros Anjjan,Oh My God,0.586,0.524,1,-8.576,0.0436,0.74,2.98e-06,0.136,0.529,98.077,485.0,121.0,indian
Nashville Blues,116,28,Flatt & Scruggs,Town and Country,0.488,0.437,2,-15.779,0.032,0.105,0.974,0.141,0.918,129.856,243.0,60.0,bluegrass
Brain Scratch,252,0,Tension Prophecy,Asylum of Humanity,0.417,0.961,1,-6.332,0.091,6.48e-05,0.85,0.209,0.233,109.998,456.0,114.0,iranian
Dust till Dawn,134,45,Dusty Decks,Solid Centre,0.747,0.571,10,-6.985,0.119,0.0264,0.888,0.102,0.71,89.96,196.0,48.0,study
Dance You Mutha - Radio Mutha,260,15,Mike Dunn,Dance You Mutha,0.749,0.877,9,-12.093,0.0424,0.000181,0.797,0.153,0.735,122.831,528.0,131.0,chicago-house
Nascency,370,10,MIKTEK,Elsewhere,0.592,0.554,5,-13.448,0.028,0.0307,0.768,0.105,0.176,140.024,859.0,214.0,idm
失落沙洲,299,56,LaLa Hsu,徐佳瑩LaLa首張創作專輯,0.422,0.366,7,-7.181,0.0333,0.728,0.0,0.112,0.224,80.197,385.0,96.0,mandopop
Beachcoma - Original,390,15,Hybrid,Wide Angle,0.474,0.833,6,-10.493,0.047,0.0187,0.895,0.506,0.0387,121.965,784.0,196.0,breakbeat
197666,139,29,Murderdolls,Beyond The Valley Of The Murderdolls,0.182,0.997,11,-3.006,0.147,1.08e-05,0.501,0.189,0.475,183.461,420.0,104.0,industrial
Humans Love Me,304,43,T78,"Retro Future, Vol. 3",0.673,0.874,9,-7.17,0.085,0.00063,0.696,0.134,0.239,135.004,673.0,168.0,techno
Tenderly,133,30,Gaccio,Tenderly,0.778,0.304,0,-15.091,0.0482,0.394,0.841,0.162,0.426,86.112,188.0,47.0,study
Das Boot 2017 - Tonenation Club Mix,343,21,U96;ToneNation,Das Boot 2017,0.566,0.641,0,-7.107,0.0316,0.00465,0.48,0.188,0.142,127.997,724.0,180.0,techno
Educadamente - Ao Vivo,164,42,Tayrone;Gustavo Mioto,Educadamente (Ao Vivo),0.55,0.905,2,-4.096,0.0819,0.21,0.0,0.491,0.644,159.933,433.0,108.0,forro
Wind Waves,102,22,Ocean Sounds;BodyHI;Ocean Waves For Sleep,Baby Sleep: Ocean Sounds,0.13,0.807,0,-15.42,0.0485,0.501,0.765,0.178,0.00416,85.361,140.0,45.0,sleep
Apples & Bananas,181,54,Super Simple Songs,Baby Shark & More Kids Songs,0.86,0.348,0,-10.403,0.0388,0.178,0.0,0.0866,0.832,134.005,396.0,98.0,disney
Tartarian Winds,264,17,Necrophobic,Dawn of the Damned,0.366,0.88,7,-4.989,0.0533,2.92e-06,0.249,0.0727,0.251,109.97,478.0,120.0,black-metal
Mind Dimension - Tiësto Remix,220,44,Tiga;Tiësto,Mind Dimension (Tiësto Remix),0.844,0.907,6,-5.432,0.147,0.0207,0.505,0.0419,0.0743,126.03,455.0,112.0,techno
Consagração / Louvor ao Rei,381,57,Aline Barros,Consagração,0.52,0.509,9,-9.116,0.0301,0.425,1.15e-06,0.082,0.321,119.991,756.0,189.0,brazil
Fabulous,240,20,Freestylers;Scarlett Quinn,Other Worlds,0.861,0.834,2,-3.792,0.0555,0.00837,0.00156,0.017,0.824,108.003,432.0,108.0,breakbeat
Collapsed,280,19,Lights Of Euphoria,Collapsed,0.614,0.658,8,-13.187,0.0333,0.00933,0.711,0.104,0.25,132.006,611.0,154.0,industrial
吼えろ 2021,261,17,Momoiro Clover Z;Funky Kato,吼えろ 2021,0.602,0.867,3,-1.859,0.054,0.153,4.91e-06,0.145,0.686,134.013,570.0,142.0,j-idol
Find It,200,19,Elephant Man,Find It,0.94,0.665,0,-10.162,0.0594,0.166,0.0,0.0964,0.969,121.029,401.0,100.0,j-dance
Cold As Ice (Weaver vs. Suae Mix),351,5,Hardcore Masif;Weaver;Suae,Cold As Ice (Weaver & Suae Mix) / Silence (Technikore Mix),0.491,0.941,11,-4.444,0.152,0.00212,0.136,0.0578,0.248,168.959,979.0,245.0,happy
Tulip Town,128,34,Joi Casette,Tulip Town,0.628,0.517,5,-12.562,0.0469,0.485,0.237,0.0981,0.227,79.995,169.0,42.0,study
A Trip for You,134,40,Roboflex,A Trip for You,0.517,0.566,9,-9.49,0.0817,0.878,0.915,0.166,0.33,77.536,228.0,57.0,study
Come on Feat. XL,357,6,Roy Davis Jr.;XL,God Life Music,0.756,0.786,0,-8.295,0.0532,0.0125,0.806,0.0765,0.884,125.014,736.0,184.0,chicago-house
You Will Payback! (Re-Recorded),247,0,Confess,Back to My Future,0.565,0.931,8,-4.285,0.0652,2.04e-05,0.604,0.0665,0.616,113.022,463.0,116.0,iranian
Da Industry,199,4,DJ Sneak;IMIURU,Da Industry,0.738,0.941,9,-6.336,0.0467,0.000266,0.0107,0.0515,0.351,125.983,418.0,104.0,chicago-house
Destino o casualidad,258,76,Melendi;Ha*Ash,Destino o casualidad,0.557,0.525,2,-6.324,0.149,0.524,0.0,0.113,0.362,153.247,650.0,163.0,spanish
Soul Person,200,0,Kyson,Blackstone,0.453,0.316,8,-16.294,0.0498,0.684,0.217,0.077,0.279,119.887,392.0,98.0,idm
Agar Mai Hota Bhagwan,215,39,Nazz,Agar Mai Hota Bhagwan,0.771,0.548,11,-10.241,0.127,0.46,0.0,0.151,0.571,152.981,544.0,135.0,indian
The Hops of Guldenberg,292,22,Punch Brothers,The Wireless,0.592,0.488,7,-11.355,0.0352,0.708,0.885,0.0793,0.568,112.338,528.0,131.0,bluegrass
Água Viva,379,45,Oficina G3,Histórias e Bicicletas,0.294,0.89,8,-2.877,0.0747,0.0019,7.14e-06,0.081,0.239,114.727,718.0,181.0,brazil
Work.Groove - Chezz Cosmic Groove Remix,367,18,Mark Farina;Homero Espinosa;Chezz,Work.Groove,0.788,0.654,8,-8.837,0.0711,0.0306,0.864,0.0957,0.388,117.027,712.0,179.0,chicago-house
刻在我心底的名字,320,48,Mayday,刻在我心底的名字,0.349,0.593,10,-7.8,0.043,0.258,0.0,0.0849,0.233,133.642,701.0,175.0,mandopop
The Hell You Made,197,0,TarantisT,Distorted Brains,0.415,0.972,11,-5.446,0.0716,0.00448,0.146,0.339,0.588,169.981,540.0,135.0,iranian
Hunger For Your Vibe - Moonwalk Remix,392,0,Arm In Arm;Moonwalk,Hunger for Your Vibe,0.791,0.872,1,-9.775,0.0465,3.01e-05,0.895,0.0912,0.0418,122.997,805.0,202.0,techno
The Walrus and the Carpenter,138,1,Cameron's Bedtime Classics,Alice in Wonderland,0.279,0.16,0,-16.142,0.0408,0.968,0.858,0.133,0.0705,101.168,228.0,56.0,disney
Sector,161,17,Noisecream,"Robocream (Original Roboquest Soundtrack), Pt. 2",0.594,0.939,5,-3.892,0.17,0.000143,0.827,0.361,0.369,171.958,461.0,114.0,techno
Get Low (With Zedd),203,41,Zedd;Liam Payne,LP1,0.726,0.926,1,-3.523,0.0534,0.0269,3.86e-06,0.0519,0.545,108.0,367.0,91.0,techno
Raiva De Saudade,173,27,Kevi Jonny,"Com amor, Kevi Jonny",0.712,0.617,6,-4.812,0.0476,0.45,0.0,0.131,0.81,136.982,394.0,99.0,forro
痴情月娘島,324,23,Huang Yee Ling,台灣歌古早曲,0.452,0.264,9,-14.867,0.0324,0.0403,0.0,0.0728,0.15,144.092,766.0,192.0,mandopop
Boom Shankar,156,45,Gurbax,Boom Shankar,0.766,0.745,7,-4.173,0.0395,0.139,0.33,0.321,0.517,95.034,239.0,60.0,indian
Numa Sala de Reboco - Ao Vivo,83,52,Dominguinhos,20 Super Sucessos: Dominguinhos (Ao Vivo),0.563,0.84,5,-6.968,0.103,0.362,0.0,0.213,0.956,178.227,246.0,62.0,forro
口是心非,292,53,Zhang Yu Sheng,口是心非,0.562,0.513,11,-9.003,0.0269,0.125,0.015,0.0696,0.153,99.961,478.0,118.0,mandopop
Creep (Glee Cast Version),237,54,Glee Cast,"Glee: The Music, The Complete Season Four",0.329,0.54,5,-6.814,0.033,0.017,1.63e-05,0.176,0.137,184.572,722.0,181.0,techno
The Dream,285,0,Witness the Existence,The Dream,0.368,0.955,9,-3.181,0.0854,4.05e-05,0.085,0.323,0.19,149.973,706.0,175.0,iranian
情難枕,261,26,邰正宵,歌者1 男懂女人心,0.56,0.525,8,-7.294,0.0319,0.505,1.02e-05,0.0817,0.434,115.877,493.0,124.0,mandopop
Fat Fuck,131,24,CKY,B-Sides & Rarities,0.715,0.911,7,-7.496,0.0654,0.0351,4.01e-06,0.17,0.532,124.03,269.0,89.0,industrial
Hallelujah - Piano & Cello,292,45,Benny Martin;The Wong Janice,Hallelujah (Piano & Cello),0.309,0.198,9,-14.821,0.0326,0.888,0.853,0.117,0.0957,65.659,315.0,77.0,disney
Baby Pain,344,14,Fluke,Puppy,0.514,0.763,7,-8.789,0.0339,0.00121,0.0635,0.104,0.482,94.011,536.0,134.0,breakbeat
History Repeating - Ankle Length Mix,349,16,Propellerheads;Shirley Bassey,Decksandrumsandrockandroll 20th anniversary,0.629,0.969,9,-3.144,0.0772,0.00463,0.579,0.08,0.823,143.991,824.0,206.0,breakbeat
空白格,252,55,Tanya Chua,Goodbye & Hello,0.341,0.221,0,-11.718,0.0351,0.956,1.36e-05,0.272,0.334,73.815,301.0,75.0,mandopop
Mr. Vain,336,66,Culture Beat,Serenity,0.676,0.996,9,-7.946,0.0397,0.0478,0.262,0.333,0.4,132.871,743.0,185.0,techno
Questions,177,70,Lost Frequencies;James Arthur,Questions,0.599,0.713,11,-7.008,0.0542,0.405,2.53e-05,0.266,0.518,123.962,362.0,92.0,chicago-house
Don't Quit - Original Mix,150,4,The Prophet,The Hardcore Archive Part 2 (1995 - 1996),0.601,0.814,11,-4.402,0.0498,0.000722,0.432,0.512,0.329,175.014,430.0,107.0,happy
Dimple,153,0,Sickflip;Mismatched,Mismatched: Season 2 (Music from the Netflix Series),0.573,0.482,6,-10.494,0.0347,0.83,0.785,0.11,0.193,155.002,389.0,97.0,indian
Second Lives,264,43,Vitalic,Flashmob,0.67,0.69,1,-4.744,0.0431,0.00163,0.62,0.0864,0.334,129.966,563.0,141.0,techno
Together In Wonderland - Video Mix,219,20,Charly Lownoise & Mental Theo,The Best Of Charly Lownoise & Mental Theo,0.426,0.905,0,-4.942,0.101,0.196,0.00556,0.116,0.169,163.827,593.0,149.0,happy
Apelido Carinhoso,210,40,Silvanno Salles,Volume 22,0.724,0.812,7,-3.502,0.0426,0.62,0.0,0.128,0.866,139.096,488.0,121.0,forro
愛を知る,252,22,Last Idol,愛を知る,0.549,0.902,4,-2.109,0.0442,0.217,0.0,0.245,0.66,95.533,392.0,97.0,j-idol
Belki De Aşk Lazım Değildir,222,35,Sertab Erener,Ben Yaşarım,0.461,0.39,7,-10.973,0.0385,0.577,7.04e-06,0.12,0.498,172.044,630.0,158.0,j-idol
"不曾回來過 - 電視劇""通靈少女""插曲",270,1,李千娜,秋日思念絮語,0.533,0.419,1,-9.18,0.0372,0.526,1.11e-05,0.104,0.315,170.034,746.0,186.0,mandopop
"Kernkraft 400 - DJ Gius Mix, Radio Edit",207,64,Zombie Nation,Kernkraft 400 Single Mixes,0.714,0.528,6,-8.789,0.0692,0.00415,0.854,0.0819,0.297,139.983,482.0,120.0,techno
Unsung,236,61,Helmet,Meantime,0.311,0.814,9,-9.272,0.0545,6.74e-05,0.00534,0.198,0.731,160.303,633.0,158.0,industrial
Evig,227,13,Khold,Svartsyn,0.312,0.944,6,-12.435,0.0556,2.35e-06,0.012,0.129,0.135,150.022,552.0,138.0,black-metal
Adora Skyline,170,14,Stumbleine,Infinite Overcast,0.393,0.831,1,-6.696,0.0328,0.00146,0.97,0.147,0.561,95.024,268.0,66.0,idm
