name,duration_ms,explicit,popularity,artists,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre
freking awesome,98666,0,1,frek!,strawberry fields,0.602,0.338,0,-9.092,1.0,0.0515,0.748,0.0457,0.415,0.548,135.124,3.0,study
Space Raiders - Charlotte de Witte Remix,438720,0,52,Eats Everything;Charlotte de Witte,Space Raiders (Charlotte de Witte Remix),0.749,0.731,4,-10.865,1.0,0.108,0.00314,0.867,0.111,0.0598,131.997,4.0,techno
Philosophy by Numbers,399933,0,16,Orbital,Snivilisation,0.813,0.682,7,-10.977,1.0,0.183,0.166,0.795,0.191,0.412,119.985,4.0,breakbeat
Bahama Breeze,144494,0,26,"Sarah, the Illstrumentalist",Discover the World Vol. 1,0.756,0.4,6,-8.383,1.0,0.0676,0.554,0.508,0.426,0.568,88.983,4.0,study
Call of the Mountain Battle,298285,0,0,From The Vastland,Kamarikan,0.234,0.533,5,-6.797,0.0,0.127,0.000122,0.913,0.224,0.0372,103.78,4.0,iranian
Baby Pain,344386,0,14,Fluke,Puppy,0.514,0.763,7,-8.789,1.0,0.0339,0.00121,0.0635,0.104,0.482,94.011,4.0,breakbeat
Rubai 6 To 8,193053,0,0,Kiawasch Sahebnassagh;Amirhosein Allah Yari,Forty Poems To Kharaghan,0.348,0.183,0,-16.052,1.0,0.0414,0.72,0.0198,0.138,0.0898,124.156,4.0,iranian
Dil Laga Na,304770,0,54,Pritam;Sukhbir;Soham Chakrabarthy;Jolly Mukherjee;Mahalaxmi Iyer;Suzanne;Sameer,Dhoom:2,0.782,0.953,7,-5.442,1.0,0.162,0.161,1.97e-06,0.0491,0.477,101.997,4.0,indian
Everyday (Technikore Mix),367058,0,0,Hardcore Masif;Technikore,Everyday (Technikore Mix) / Not Alone (Weaver & Steve Hill Mix),0.439,0.95,10,-10.715,0.0,0.0548,0.000251,0.497,0.481,0.333,169.991,4.0,happy
逆光,294026,0,56,Stefanie Sun,逆光,0.306,0.579,9,-5.831,1.0,0.0525,0.403,0.0,0.291,0.306,175.925,4.0,mandopop
夜的第七章,226626,0,51,Jay Chou,依然范特西,0.648,0.628,0,-5.082,0.0,0.032,0.452,1.78e-05,0.0981,0.477,85.001,4.0,mandopop
Wormhole - Original Mix,434912,0,19,DJ Quest;Odissi,Wormhole EP,0.638,0.892,4,-4.631,0.0,0.0616,0.00115,0.807,0.328,0.118,138.002,4.0,breakbeat
I'm Not An Addict,358066,0,20,Paul Elstak,b2s Presents Paul Elstak,0.501,0.949,1,-5.592,0.0,0.151,0.0928,0.031,0.234,0.205,172.997,4.0,happy
Gentagelsen Forskel,124457,0,0,Jaleh Negari,Arch Waves,0.154,0.192,2,-18.79,1.0,0.0358,0.988,0.957,0.126,0.208,155.542,3.0,iranian
Bim-Bim-Bim,195891,0,16,Caê,Brasil Novo,0.778,0.76,7,-6.408,1.0,0.044,0.521,0.0747,0.175,0.895,122.108,4.0,afrobeat
Esto se pondrá bueno,200066,0,20,Randy Newman,La Princesa y el sapo (Banda Sonora Original en Español),0.135,0.202,0,-14.366,1.0,0.0329,0.632,0.543,0.396,0.0878,94.196,4.0,disney
All the Pretty Things,210986,0,8,The Boo Devils,The Noble Art of Rock n' Roll,0.459,0.916,5,-5.373,0.0,0.0455,0.186,0.00681,0.134,0.825,165.068,4.0,spanish
All for Money,462660,0,23,Greensky Bluegrass,All for Money,0.311,0.437,11,-13.102,1.0,0.0311,0.614,0.693,0.309,0.401,95.406,4.0,bluegrass
寶貝不要哭(魔幻童謠),159982,0,5,A Niu,無尾熊抱抱,0.622,0.149,0,-11.91,1.0,0.0425,0.913,5.01e-05,0.121,0.594,112.149,4.0,mandopop
Out of Space,302106,0,64,The Prodigy,Experience,0.652,0.944,9,-4.804,1.0,0.0515,0.00225,0.276,0.103,0.454,147.078,4.0,breakbeat
Soundboy - Riddim Punks Vocal Remix,268800,0,9,Dub Pistols;Cheshire Cat;Riddim Punks,Addict - the Remixes (Vol 2),0.796,0.94,6,-1.317,0.0,0.0872,0.0557,0.0,0.127,0.384,87.496,4.0,breakbeat
As We Fall,274586,0,23,Imperative Reaction,As We Fall,0.585,0.964,11,-5.181,0.0,0.0341,0.0273,2.87e-05,0.0438,0.949,135.03,4.0,industrial
Eu Tô Com a Puta,195420,1,46,Josué Bom de Faixa,Josué Bom de Faixa,0.758,0.609,10,-8.357,0.0,0.0464,0.495,0.000134,0.102,0.951,147.998,4.0,forro
Passive Aggressive,108069,1,52,Nate Traveller,Born Erased,0.864,0.556,5,-7.323,0.0,0.0618,0.508,0.0,0.193,0.598,133.096,4.0,sleep
Rein raus,189973,0,57,Rammstein,Mutter,0.67,0.856,9,-4.566,1.0,0.0488,0.00107,0.131,0.164,0.767,122.153,4.0,industrial
曇天,218346,0,22,Shiritsu Ebisu Chugaku,MUSiC,0.602,0.861,9,-4.019,1.0,0.063,0.0243,0.0019,0.202,0.536,133.944,4.0,j-idol
Sabine Larga’m,188917,0,26,Cesária Evora,Best Of,0.546,0.463,9,-9.482,0.0,0.0404,0.432,2.17e-05,0.373,0.487,127.358,4.0,brazil
Feed the Gun,182600,0,17,Witchery,In His Infernal Majesty's Service,0.375,0.998,2,-2.688,1.0,0.0952,1.26e-05,0.00114,0.223,0.152,169.939,4.0,black-metal
Bossa Rosa,180779,0,34,Miso Colt,Bossa Rosa,0.604,0.385,8,-13.758,1.0,0.0424,0.758,0.861,0.181,0.952,77.011,4.0,study
Knackfrisch,314217,0,0,Extrawelt,Techno Top 50: Edition 2022,0.789,0.976,1,-5.678,1.0,0.0732,0.00069,0.871,0.0954,0.148,130.003,4.0,techno
Constant,190348,0,67,Jesse Barrera;Jeremy Passion,Constant,0.668,0.427,9,-8.74,1.0,0.0271,0.492,1.44e-05,0.201,0.604,87.031,4.0,study
Du hast,234226,0,74,Rammstein,Sehnsucht,0.64,0.922,9,-6.283,0.0,0.0385,0.00369,0.055,0.332,0.716,125.105,4.0,industrial
We Are Mirage,379500,0,0,Eric Prydz;Empire of the Sun,Larga Vida al Electro,0.557,0.793,4,-6.723,0.0,0.036,0.000513,0.75,0.494,0.0869,127.944,4.0,chicago-house
Ride It (Kya Yehi Pyar Hai),193706,0,31,Jay Sean,My Own Way,0.749,0.566,11,-7.79,0.0,0.0752,0.39,0.0,0.0961,0.725,93.017,4.0,breakbeat
Reino Animal,238373,0,20,Los Amigos Invisibles,Repeat After Me,0.733,0.862,7,-5.813,1.0,0.0604,0.287,0.000532,0.466,0.745,107.981,4.0,afrobeat
Não Acaba Não,152256,0,11,Manim Vaqueiro;NATTAN,Não Acaba Não,0.711,0.873,0,-2.896,0.0,0.0458,0.419,0.0,0.347,0.886,156.073,4.0,forro
Dame Tu Amor,206216,0,33,Mägo de Oz,Belfast,0.468,0.822,6,-6.792,0.0,0.0748,0.00691,0.00107,0.222,0.808,174.159,4.0,spanish
Si Tu Me Quisieras,172157,0,15,Juanafé;La Flor del Recuerdo,Parrilladas Vargas (Vol. II),0.659,0.53,4,-10.444,1.0,0.0347,0.743,2.09e-06,0.189,0.726,126.031,3.0,afrobeat
I Need A Dollar - Mixed,175542,0,11,Ed Solo;Deekline,Welcome To The Jungle - Gold (The Best Of Jungle Cakes) - DJ Mix,0.634,0.773,8,-8.283,0.0,0.0325,0.000198,3.12e-05,0.0999,0.398,87.515,4.0,breakbeat
Orihime,164576,0,31,WEDNESDAY CAMPANELLA,Neon,0.789,0.912,6,-4.458,0.0,0.0665,0.0907,3.64e-05,0.329,0.672,123.028,4.0,j-dance
I Love You (Love Mix) - Extended Mix,394906,0,0,The Prophet,The Hardcore Archive Part 2 (1995 - 1996),0.704,0.858,0,-5.863,1.0,0.0779,0.029,0.361,0.0928,0.37,143.81,4.0,happy
Thousand Islands,203906,0,25,Odd Shapes,Thousand Islands,0.8,0.342,9,-18.103,1.0,0.0519,0.433,0.69,0.112,0.221,128.115,4.0,study
"約束~August, 10years later~",264813,0,24,ZONE,"約束~August, 10years later~",0.561,0.848,9,-3.387,1.0,0.0441,0.0115,0.0,0.127,0.632,110.024,4.0,j-idol
Love Potion No. 9,120222,0,0,The Countdown Kids,Happy Halloween! (Spooky Favorites for Kids),0.725,0.808,4,-9.086,0.0,0.0317,0.321,0.0,0.304,0.967,129.93,4.0,disney
MILLI,135158,0,56,keshi,GABRIEL,0.667,0.5,2,-9.837,0.0,0.0748,0.587,4.31e-06,0.0784,0.42,80.951,4.0,sleep
Romance no Deserto,245493,0,0,Canindé,Ao Vivo,0.708,0.521,7,-6.35,1.0,0.0333,0.516,0.0,0.712,0.617,115.236,4.0,forro
This Must Be The Place (Bonus Track) [Naive Melody],238872,0,23,Horseshoes & Hand Grenades,The Ode,0.692,0.372,7,-17.052,1.0,0.0777,0.386,0.0,0.46,0.962,127.734,4.0,bluegrass
Sixteen Going On Seventeen,200000,0,52,Charmian Carr;Dan Truhitte,The Sound Of Music (Original Soundtrack Recording),0.488,0.133,8,-15.865,1.0,0.0362,0.895,0.0,0.0595,0.289,128.123,4.0,disney
Longe do Fim,222857,0,52,MISAEL,Longe do Fim,0.934,0.484,7,-11.67,0.0,0.148,0.0707,0.0,0.362,0.666,139.905,4.0,brazil
368,139930,0,23,Jobii;Dylan Sitts,Bumfuzzle,0.663,0.641,8,-6.964,0.0,0.087,0.479,0.898,0.113,0.43,86.03,4.0,study
Jugg (feat. Monty),200253,1,53,Fetty Wap;Monty,Fetty Wap (Deluxe),0.635,0.721,10,-4.811,0.0,0.049,0.0324,0.0,0.222,0.499,148.064,4.0,j-dance
Inside Out (feat. Griff),186245,0,57,Zedd;Griff,Inside Out (feat. Griff),0.64,0.683,2,-4.309,1.0,0.0434,0.169,0.0,0.109,0.4,146.058,4.0,techno
Dance - Beats Mix,236507,0,5,Pal Joey,Pal Joey Presents Hot Music,0.873,0.946,4,-11.18,1.0,0.0491,3.58e-05,0.899,0.0534,0.429,123.958,4.0,chicago-house
Lovely,245498,0,6,Out of Nowhere,Lovely,0.507,0.971,1,-2.498,0.0,0.0826,0.00178,0.00174,0.128,0.275,115.024,4.0,iranian
Nada en Su Lugar,201626,0,44,Canticuénticos,Nada en Su Lugar,0.643,0.472,7,-7.75,1.0,0.174,0.655,0.0,0.0561,0.792,124.214,4.0,spanish
Check It Out,161500,0,60,Oh The Larceny,Oh the Larceny,0.645,0.945,5,-3.516,0.0,0.0862,0.017,0.00122,0.318,0.718,120.029,4.0,bluegrass
Brown Noise - Waterfall,113569,0,34,Granular,H2O,0.0,0.514,2,-19.258,0.0,0.0,0.272,0.968,0.111,0.0,0.0,0.0,sleep
Steampop,212246,0,21,Gruzja,Vulgator (Priest Simulator Ost),0.482,0.942,7,-5.292,1.0,0.175,7.86e-05,0.00237,0.509,0.401,149.947,4.0,black-metal
Laichzeit,262798,0,59,Rammstein,Herzeleid (XXV Anniversary Edition – Remastered),0.786,0.635,4,-8.304,1.0,0.0736,0.000244,0.143,0.0797,0.687,133.604,4.0,industrial
Asi No Se Puede Muchaches,240640,0,17,Romperayo,Asi No Se Puede Muchaches,0.736,0.885,6,-5.579,0.0,0.0485,0.0684,0.822,0.0923,0.832,112.01,4.0,afrobeat
Hager Fiker,368546,0,21,Mulatu Astatke,Sketches of Ethiopia (Bonus Track Version),0.677,0.684,10,-12.91,0.0,0.0504,0.953,0.884,0.0885,0.948,92.185,4.0,afrobeat
"Haan Main Galat (From ""Love Aaj Kal"")",218644,0,62,Pritam;Arijit Singh;Shashwat Singh,"Haan Main Galat (From ""Love Aaj Kal"")",0.685,0.736,0,-5.656,1.0,0.0521,0.0997,0.0112,0.101,0.893,117.979,4.0,indian
Be Rude To Your School,208706,0,0,Plone,For Beginner Piano,0.503,0.421,11,-7.421,1.0,0.0315,0.00274,0.309,0.0818,0.298,121.928,4.0,idm
你的名字 我的姓氏,301533,0,53,Jacky Cheung,Jacky Cheung 15,0.544,0.054,11,-18.767,0.0,0.0387,0.927,3.65e-05,0.107,0.115,131.713,3.0,mandopop
Direct Drive,431590,0,10,Larry Heard,Love's Arrival,0.808,0.753,4,-9.914,0.0,0.0526,0.000229,0.873,0.0899,0.504,119.997,4.0,chicago-house
The Defeat,249000,0,0,Alireza Mashayekhi;Layla Ramezan,Sheherazade,0.407,0.0369,5,-25.126,1.0,0.0524,0.977,0.915,0.0722,0.114,76.945,4.0,iranian
Negue,125800,0,0,Zezo,"Em Ritmo de Seresta, Vol. 2",0.829,0.628,11,-4.154,0.0,0.0257,0.0386,0.000133,0.465,0.873,113.952,4.0,forro
Dull Boy,255320,0,32,Mudvayne,"By The People, For The People",0.598,0.953,2,-4.487,0.0,0.193,0.00148,2.3e-06,0.23,0.312,142.97,4.0,industrial
Manu écoute ça...,270193,0,17,Voilaaa,Manu écoute ça...,0.851,0.776,11,-6.162,1.0,0.0737,0.29,0.027,0.0371,0.907,118.019,4.0,afrobeat
Duppy Know Who Fi Frighten,179493,0,35,Demarco,Ragga Ragga Ragga 2008,0.585,0.824,2,-4.455,1.0,0.0896,0.219,0.0,0.112,0.945,128.626,4.0,j-dance
First Day - Radio Edit,176160,0,29,Timo Maas,First Day (CD1),0.638,0.912,2,-6.194,1.0,0.0303,0.0016,0.0715,0.137,0.91,124.997,4.0,breakbeat
Blackberry - Remastered,187000,1,35,Vybz Kartel,Exclusivity (Remastered),0.84,0.837,6,-6.223,1.0,0.228,0.53,0.0,0.0546,0.718,105.006,4.0,j-dance
只有你,225720,0,24,Jody Chiang,不想伊,0.593,0.396,2,-8.632,0.0,0.0369,0.647,2.79e-06,0.131,0.445,82.61,4.0,mandopop
Cosmic Melody,229778,0,5,Mark Farina,House of OM (DJ Mix),0.84,0.521,8,-8.47,1.0,0.0691,0.00799,0.294,0.0815,0.707,129.539,4.0,chicago-house
Bobcat Tracks,183880,0,24,Old Crow Medicine Show,Big Iron World,0.552,0.838,0,-4.549,1.0,0.0412,0.711,0.000141,0.158,0.868,144.365,4.0,bluegrass
Beirut,313846,0,27,Victor Ruiz,Beirut,0.68,0.622,7,-10.531,0.0,0.0452,0.0536,0.944,0.0965,0.146,130.015,4.0,techno
愛情轉移(國),259986,0,58,Eason Chan,認了吧,0.479,0.481,5,-8.072,1.0,0.0309,0.709,0.0,0.48,0.357,105.255,4.0,mandopop
Evig,227914,0,13,Khold,Svartsyn,0.312,0.944,6,-12.435,0.0,0.0556,2.35e-06,0.012,0.129,0.135,150.022,4.0,black-metal
秘密インシデント,269746,0,38,≠ME,超特急 ≠ME行き Special Edition,0.486,0.95,6,-2.726,1.0,0.101,0.153,0.0,0.3,0.638,160.011,4.0,j-idol
i loved you first,227067,0,50,joan,i loved you first,0.556,0.276,0,-9.603,1.0,0.0269,0.0862,6.89e-06,0.0999,0.216,75.02,4.0,sleep
Green Light - Original Mix,476760,0,15,The Breakfastaz,Green Light,0.622,0.927,1,-7.473,1.0,0.0413,0.000289,0.845,0.0422,0.385,136.981,4.0,breakbeat
Dormir Bien,371000,0,24,Monjes Tibetanos,"Monjes Tibetanos - Canciones Asiaticas Relajantes, Música Budista con Cantos de Tibet",0.088,0.123,0,-21.381,1.0,0.0428,0.99,0.869,0.0787,0.0342,70.189,3.0,iranian
Wine To The Plants,147000,0,8,Green Bicycle,Wine To The Plants,0.73,0.223,6,-16.592,1.0,0.161,0.481,0.878,0.106,0.32,79.993,4.0,study
Sitting On Top Of The World,119626,0,32,Lonesome River Band,Carrying The Tradition,0.582,0.715,0,-9.654,1.0,0.0329,0.421,0.000277,0.32,0.843,150.814,4.0,bluegrass
Seven Deadly Sins,207000,0,59,MAN WITH A MISSION,The World's On Fire,0.368,0.967,8,-1.199,0.0,0.15,0.00497,0.0,0.223,0.345,142.887,3.0,j-dance
Es war alles am besten,200893,0,23,Jürgen Drews;Howard Carpendale,Das ultimative Jubiläums-Best-Of,0.634,0.549,4,-7.192,1.0,0.0244,0.349,0.0,0.108,0.444,98.004,4.0,happy
Soothing Brown Noise Waves,93451,0,34,Sleep Baby Sleep;White Noise Babies;White Noise For Baby Sleep;Spa Relaxation;Spa Relaxation & Spa,"Soothing Brown Noise, Brown Waves and other Ambeint Sounds for Rest and Ambiance (Loopable and without Fade)",0.0,2.03e-05,1,-18.75,1.0,0.0,0.113,0.94,0.363,0.0,0.0,0.0,sleep
One More For the Ditch,186146,0,20,Mountain Sprout,One More For The Ditch,0.582,0.829,9,-4.008,1.0,0.0375,0.393,0.0,0.101,0.962,116.255,4.0,bluegrass
Two Hearts,184831,0,16,Dougal;Technikore;JTS,Two Hearts,0.497,0.905,10,-2.313,1.0,0.115,0.000487,0.147,0.287,0.598,170.134,4.0,happy
La voix d'Antonio,134786,0,28,Germaine Franco,Encanto: La fantastique famille Madrigal (Bande Originale Française du Film),0.424,0.321,7,-11.358,1.0,0.0613,0.501,0.601,0.106,0.213,108.063,4.0,disney
Divided Loyalties,242693,0,7,Cylob,Cymply The Best 93-01,0.758,0.679,9,-13.531,1.0,0.0545,0.573,0.917,0.0932,0.84,103.955,4.0,idm
武陵桃源なかよし物語,269866,0,18,Momoiro Clover Z,AMARANTHUS,0.584,0.754,0,-2.821,1.0,0.0519,0.543,0.000112,0.172,0.489,144.989,4.0,j-idol
California Dreamin',196899,0,2,Chris Lorenzo;High Jinx,EDM Gaming Music Autumn/Winter 2022,0.685,0.911,9,-4.977,1.0,0.144,0.00552,0.0247,0.285,0.351,128.02,4.0,chicago-house
"Mother Knows Best (Reprise) - From ""Tangled""/Soundtrack Version",98320,0,62,Donna Murphy,Tangled,0.55,0.332,1,-10.683,1.0,0.175,0.826,0.0,0.206,0.552,110.539,3.0,disney
Crying My Heart Out Over You (excerpt),178266,0,46,Ricky Skaggs,Super Hits,0.595,0.407,7,-9.536,1.0,0.0272,0.49,2.67e-05,0.0959,0.702,127.507,4.0,bluegrass
Sä et oo enää yksin,198520,0,1,Kikka Laitinen,Sä et oo enää yksin,0.621,0.562,9,-8.505,0.0,0.0233,0.104,0.000747,0.106,0.264,92.011,4.0,disney
Jazzy Afternoon,106687,0,31,Codename Chinadoll,Selected Lifestyle Poems,0.668,0.321,10,-11.569,1.0,0.109,0.878,0.94,0.122,0.0913,90.025,4.0,study
Que Se Abram os Céus - Ao Vivo,471733,0,55,Nívea Soares,Reino de Justiça (Ao Vivo),0.498,0.644,9,-6.284,1.0,0.0339,0.0368,0.0,0.683,0.209,128.146,4.0,brazil
Água de Chuva,241070,0,24,Silvanno Salles,Água de Chuva,0.673,0.531,10,-13.633,1.0,0.0429,0.8,0.0,0.145,0.726,138.998,4.0,forro
White Freightliner,207000,0,30,J.D. Crowe & The New South,Come On Down To My World,0.566,0.781,11,-6.963,1.0,0.0302,0.376,0.0916,0.0967,0.962,133.312,4.0,bluegrass
Ikeja Roads,160948,0,35,Tony Allen,"Comet Series, Vol. 1 (Crazy Afrobeat)",0.777,0.598,2,-13.803,0.0,0.0412,0.023,0.89,0.106,0.684,100.007,4.0,afrobeat
我的歌声里 (You Exist In My Song),214720,0,61,Wanting,Everything In The World,0.475,0.477,6,-6.346,1.0,0.0345,0.686,0.0,0.111,0.241,137.199,4.0,mandopop
Eu Te Esperarei,218280,0,44,Raquel dos Teclados,Vol. 9,0.842,0.695,1,-3.391,0.0,0.0349,0.118,0.000161,0.0913,0.885,137.896,4.0,forro
Zouk do Rubi - Ao Vivo,200386,0,32,Forró Real,"Zouk do Rubi, Vol. VI: Ao Vivo",0.619,0.756,0,-9.764,0.0,0.118,0.318,0.0,0.141,0.702,112.366,4.0,forro
I Should've Known Better,267573,0,28,Nickel Creek,This Side,0.822,0.294,2,-11.395,0.0,0.0641,0.231,0.000519,0.0515,0.685,120.094,4.0,bluegrass
君の笑顔で世界がやばい,257825,0,19,BAND JA NAIMON! MAXX NAKAYOSHI,Re:start 【通常盤】,0.415,0.953,1,-4.976,1.0,0.066,0.00221,0.000121,0.334,0.454,180.093,4.0,j-idol
"Guitars, Whiskey, Guns And Knives",154293,0,41,The Steeldrivers,Reckless,0.529,0.772,9,-5.109,1.0,0.0361,0.602,0.00281,0.341,0.634,105.401,4.0,bluegrass
Solar Flare,234293,0,9,Stumbleine,Spiderwebbed,0.515,0.621,2,-8.369,1.0,0.0359,0.0168,0.341,0.127,0.0948,87.491,4.0,idm
Cybernetic War,327706,0,20,Toxic Holocaust,Primal Future: 2019,0.374,0.959,1,-5.024,1.0,0.148,0.000107,0.0729,0.084,0.133,166.018,4.0,black-metal
青花瓷,237346,0,62,Jay Chou,我很忙,0.689,0.497,11,-7.855,0.0,0.0251,0.221,0.0,0.108,0.543,108.01,4.0,mandopop
Uniform Variations,250691,0,9,Mr. Fingers,Introduction,0.627,0.489,4,-14.211,0.0,0.0413,0.00327,0.89,0.1,0.72,112.156,4.0,chicago-house
Big Boys Don't Cry - Rave Mix,213797,0,6,The Prophet,The Hardcore Archive Part 2 (1995 - 1996),0.563,0.909,6,-3.724,0.0,0.046,0.00285,0.402,0.0815,0.0604,180.94,4.0,happy
Evacuate The Dancefloor,207200,0,62,Cascada,Evacuate The Dancefloor,0.762,0.702,0,-5.87,1.0,0.0432,0.0167,0.0,0.314,0.898,127.029,4.0,techno
オーケストラ <KASHiWACK version>,344280,0,23,Yuki Kashiwagi;BiSH,柏木由紀なりのBiSH -BAD TEMPER-,0.332,0.86,4,-3.421,1.0,0.0452,0.000525,0.0,0.0821,0.421,180.027,4.0,j-idol
El Final del Túnel,304506,0,20,Green Valley,Mírame a los Ojos,0.67,0.429,9,-10.68,1.0,0.0905,0.848,0.0,0.115,0.732,82.56,4.0,spanish
Todos Os Meus Dias - Ao Vivo,204700,0,58,Gabriel Guedes de Almeida,Todos Os Meus Dias (Ao Vivo),0.509,0.656,6,-7.574,1.0,0.0327,0.0315,2.12e-06,0.102,0.409,138.057,4.0,brazil
渋谷川,292226,0,24,Keyakizaka46,サイレントマジョリティー (Special Edition),0.516,0.728,1,-3.867,1.0,0.0287,0.388,0.0,0.116,0.57,93.0,4.0,j-idol
Turbulence,300001,0,27,Predator,Thunderdome 25 Years Of Hardcore,0.468,0.865,6,-10.118,0.0,0.0448,0.0475,0.935,0.294,0.0393,178.492,4.0,happy
Brain Scratch,252566,0,0,Tension Prophecy,Asylum of Humanity,0.417,0.961,1,-6.332,1.0,0.091,6.48e-05,0.85,0.209,0.233,109.998,4.0,iranian
"Meu Vaqueiro, Meu Peão - Ao Vivo",202373,0,57,Mastruz Com Leite,"Ao Vivo, Vol. 1",0.595,0.962,11,-6.977,0.0,0.0432,0.332,0.000247,0.45,0.95,104.791,4.0,forro
Kenger,340206,0,30,Joachim Pastor,Kenger,0.656,0.722,9,-8.104,0.0,0.0332,0.00108,0.796,0.0658,0.4,125.005,4.0,techno
Playa Azul,279800,0,23,Los Amigos Invisibles,The Venezuelan Zinga Son Vol. 1,0.629,0.745,1,-8.188,1.0,0.04,0.229,0.266,0.0624,0.704,175.979,4.0,afrobeat
The Great Grey Flame,214133,1,17,Angelmaker,Twilight,0.504,0.992,7,-1.9,1.0,0.122,0.000112,2.54e-06,0.392,0.235,119.975,4.0,black-metal
(......海妖沙龍)(feat. 蜷川紅 of 和樂器樂團),204861,0,35,吳青峰;蜷川紅,馬拉美的星期二,0.698,0.707,0,-5.745,1.0,0.0499,0.115,9.33e-06,0.252,0.479,101.93,4.0,mandopop
Superpoderes,179117,0,56,Leiva,Nuclear,0.346,0.744,2,-5.622,1.0,0.0322,0.00106,1.06e-06,0.0961,0.382,175.642,4.0,spanish
O carimbador maluco,140666,0,49,Raul Seixas,E-Collection,0.673,0.846,7,-7.918,1.0,0.145,0.199,0.0,0.408,0.772,148.118,4.0,brazil
Me Diz Amor,199773,0,53,Flávio José,Me Diz Amor,0.504,0.822,2,-4.201,0.0,0.0576,0.172,0.0,0.129,0.882,174.01,4.0,forro
Joy to the World,112466,0,22,Love to Sing,Christmas Songs and Carols,0.806,0.396,0,-6.839,1.0,0.0296,0.533,0.0,0.0639,0.605,109.065,4.0,disney
Mizhi,199741,0,47,Keethan;Amal Jose;Pavitra Krishnan;Shravan Sridhar,Mizhi,0.369,0.615,3,-6.394,1.0,0.058,0.385,0.00647,0.337,0.195,77.566,4.0,indian
我好想你,326948,0,58,Sodagreen,秋:故事,0.445,0.481,6,-6.985,0.0,0.0272,0.062,3.39e-06,0.0709,0.35,76.034,4.0,mandopop
夏の海,274600,0,21,Chisato Moritaka,ROCK ALIVE,0.573,0.703,9,-7.118,1.0,0.0288,0.337,0.00016,0.0714,0.674,138.032,4.0,j-idol
Cherry Blossom,325320,0,12,Susumu Yokota,Grinning Cat,0.332,0.341,2,-12.7,1.0,0.0448,0.0596,0.506,0.247,0.0812,124.835,4.0,idm
1A,101161,0,15,Porya Hatami,Monads,0.279,0.392,7,-22.59,0.0,0.103,0.216,0.561,0.183,0.0267,111.328,5.0,iranian
THROWBACK - pt.2,222640,0,23,Ryuji Imaichi,CHAOS CITY,0.636,0.931,9,-3.31,0.0,0.0588,0.042,0.0,0.323,0.469,134.895,4.0,j-dance
Amor e Cerveja,174215,0,44,Os Parazim,O Som do Bbq,0.655,0.844,2,-3.818,1.0,0.0447,0.363,0.0,0.41,0.605,135.76,4.0,forro
U Gotta Step Into,274785,0,6,Drumattic Twins,U Gotta Step Into,0.665,0.991,0,-4.307,0.0,0.056,0.0298,0.626,0.249,0.695,129.982,4.0,breakbeat
Sweater Weather,305117,0,0,Swattrex;Lofi By Swattrex,Sweater Weather,0.464,0.397,1,-14.002,1.0,0.0468,0.208,0.865,0.112,0.0541,96.035,4.0,indian
Love Story (You and Me),202533,0,20,Randy Newman,Randy Newman,0.277,0.14,9,-17.253,1.0,0.0476,0.932,0.0,0.0708,0.155,89.095,5.0,disney
Bela (Reprise),65066,0,28,Ju Cassou,A Bela e a Fera,0.428,0.0561,11,-19.808,1.0,0.0492,0.797,0.0,0.332,0.31,93.852,4.0,disney
Shhhh With Air Fan,180000,0,38,Silent Knights,Shhhhhhhhhh White Noise,0.291,0.0591,2,-13.983,1.0,0.0566,0.000174,0.0,0.295,0.0397,125.068,3.0,sleep
Deus Está Aqui,313453,0,44,Padre Fábio De Melo,Queremos Deus,0.482,0.335,7,-11.396,1.0,0.0299,0.596,0.0,0.735,0.196,125.95,4.0,brazil
I Feel the Rhythm - Remix,491771,0,9,Ron Trent;Paul Johnson,I Feel the Rhythm,0.75,0.553,10,-13.099,0.0,0.057,0.0189,0.902,0.108,0.702,128.354,4.0,chicago-house
Rhapsody,198750,0,44,Paul van Dyk;Chris Bekker;Jan Dzialek,Rhapsody,0.446,0.941,10,-6.566,0.0,0.0387,0.000377,0.924,0.233,0.0653,127.99,4.0,techno
Do It Again,332973,0,53,The Chemical Brothers,We Are The Night,0.867,0.714,4,-5.144,1.0,0.0662,0.0224,0.704,0.104,0.623,123.974,4.0,breakbeat
Text Feed,163516,0,1,xJ-Will,Text Feed,0.593,0.701,1,-6.329,1.0,0.0469,0.00291,0.804,0.0884,0.201,181.976,4.0,study
Motion Blur - NickBee Remix,234418,0,14,Noisia;NickBee,The Resonance II,0.752,0.76,10,-3.399,0.0,0.06,0.00703,0.872,0.104,0.128,171.987,4.0,breakbeat
Casa,205264,0,34,Bernard Adamus,C'qui nous reste du Texas,0.762,0.63,9,-7.401,1.0,0.243,0.532,0.0,0.0727,0.819,102.23,4.0,bluegrass
Show Some Love - TC VIP Mix,336279,0,15,TC;Little Grace,Show Some Love,0.455,0.849,7,-4.181,0.0,0.0372,0.000514,0.00227,0.223,0.129,172.015,4.0,industrial
少女には戻れない,209546,0,24,Keyakizaka46,真っ白なものは汚したくなる (Complete Edition),0.557,0.792,1,-3.904,0.0,0.0328,0.155,0.0,0.256,0.88,93.048,4.0,j-idol
