name,duration_ms,explicit,popularity,artists,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,features_duration_ms,time_signature,n_beats,n_bars,popularity_confidence,processing,genre
Tranqui,255466,True,31,ZPU,Contradicziones,0.7,0.738,2,-5.739,,0.283,0.516,0.0,0.208,0.966,92.039,255467,4.0,390.0,97.0,0.52,3.70048309178744,spanish
Facety,196285,False,12,TYGAPAW,GET FREE,0.483,0.952,4,-7.202,1.0,0.0703,0.000319,0.946,0.0565,0.0909,142.016,196286,4.0,454.0,114.0,0.408,0.916010498687664,techno
The Second Surface,317652,False,0,Siavash Amini;Hessam Ohadi;Nima Pourkarimi,Spotty Surfaces,0.411,0.759,5,-9.658,0.0,0.0871,0.371,0.819,0.0768,0.0708,199.817,317653,3.0,1043.0,348.0,0.342,1.2793053545586106,iranian
Part of Me (feat. BullySongs),249797,False,14,René LaVice;BullySongs,Play with Fire,0.302,0.768,9,-2.081,1.0,0.0494,0.000928,0.033,0.0922,0.0317,172.857,249798,,706.0,177.0,0.358,1.343558282208589,industrial
Cały świat - Radio Edit,180318,False,15,Kuba Jurzyk,Cały świat (Radio Edit),0.581,0.507,7,-8.021,1.0,0.0326,0.0496,0.0,0.093,0.458,137.985,180319,4.0,404.0,100.0,0.078,4.067085953878407,disney
Coltrane - Kolombo Remix,412800,False,0,Format:B;Pleasurekraft;Kolombo,Techno Top 50: Edition 2022,0.786,0.682,4,-7.412,0.0,0.0739,0.0106,0.557,0.0896,0.145,125.008,412800,,854.0,213.0,0.915,0.916010498687664,techno
Forgotten Childhood,412062,False,3,Crows in the Rain,Forgotten Childhood,0.355,0.294,9,-16.237,1.0,0.0375,0.978,0.917,0.216,0.037,119.552,412062,4.0,798.0,200.0,0.64,1.343558282208589,iranian
Mostro,160200,False,21,Los Amigos Invisibles,Repeat After Me,0.853,0.799,9,-5.904,0.0,0.0344,0.159,0.0204,0.782,0.798,125.015,160200,,330.0,81.0,0.803,1.343558282208589,afrobeat
Divina Comédia,232680,False,41,Scracho,A Grande Bola Azul,0.742,0.717,9,-6.198,1.0,0.033,0.0028,0.0,0.0935,0.793,88.491,232680,4.0,332.0,82.0,0.111,1.343558282208589,brazil
Na Rukte Hain Ansoo,289709,False,50,Nusrat Fateh Ali Khan;Afternight Vibes,"Revamped, Vol. 3 (Remix)",0.669,0.776,4,-5.496,0.0,0.0576,0.0163,0.667,0.195,0.504,75.002,289709,4.0,352.0,87.0,0.492,0.916010498687664,indian
There Is A Time,381520,False,20,Glenn Underground,The Jerusalem EP's,0.83,0.358,2,-16.314,,0.0921,0.00167,0.274,0.0695,0.303,121.899,381520,,765.0,191.0,0.134,3.70048309178744,chicago-house
One Skull,141008,False,0,TakeOva,One Skull,0.688,0.652,4,-3.584,0.0,0.327,0.156,3.83e-06,0.207,0.547,98.024,141009,,262.0,64.0,0.099,0.916010498687664,j-dance
King Of The Beats,329400,False,19,Scott Brown,King Of The Beats,0.693,0.997,10,-3.488,,0.158,0.0654,0.923,0.047,0.359,160.01,329400,4.0,836.0,209.0,0.92,0.7573891625615764,happy
Se é pra Gente Ficar (feat. Wesley Safadão),176236,False,46,Solange Almeida;Wesley Safadão,Se é pra Gente Ficar (feat. Wesley Safadão),0.717,0.859,0,-3.402,1.0,0.0344,0.198,0.0,0.13,0.703,118.97,176236,4.0,345.0,87.0,0.397,3.349056603773585,forro
It's Gotta Be Funky,283278,False,0,Fast Eddie;Mike Dunn;The Renegades,The Renegades,0.83,0.933,6,-6.854,1.0,0.0708,0.0287,0.167,0.0743,0.738,122.552,283279,4.0,577.0,143.0,0.142,1.1709531013615733,chicago-house
La Suerte de Mi Vida,218626,False,18,El Canto Del Loco,De Personas a Personas,0.549,0.829,8,-3.977,1.0,0.0376,0.0141,5.75e-05,0.281,0.649,132.009,218627,,480.0,119.0,0.318,2.7259036144578315,spanish
Quando o Mundo Cai Ao Meu Redor - Ao Vivo,297540,False,44,Juliano Son,Mais um Dia (ao Vivo),0.216,0.823,0,-5.53,,0.0541,0.0642,0.0,0.594,0.298,164.412,297540,4.0,814.0,202.0,0.557,3.349056603773585,brazil
Me Chamando Pra Fazer,226493,False,36,Zé Vaqueiro,Vibe Original,0.693,0.76,5,-4.833,1.0,0.046,0.576,4.56e-06,0.326,0.755,158.006,226494,4.0,582.0,145.0,0.795,1.2793053545586106,forro
Minnie's Wishing Ring: Wishes Come True - Dramatic DisneySea 2005 at Tokyo DisneySea,87893,False,11,Tokyo DisneySea,Tokyo Disney Resort Autumn Best (Special Edition),0.287,0.766,5,-4.926,1.0,0.0541,0.598,0.0,0.202,0.265,81.879,87893,,111.0,27.0,0.163,1.2793053545586106,disney
White Noise - Res 700 hz,104516,False,39,Granular,Unison,0.189,0.0782,4,-33.001,0.0,0.051,0.956,0.669,0.185,1e-05,80.158,104516,3.0,138.0,45.0,0.039,0.916010498687664,sleep
瞳はダイアモンド,260000,False,27,Seiko Matsuda,Canary,0.524,0.396,7,-9.094,,0.028,0.658,0.000184,0.139,0.348,161.232,260000,4.0,671.0,168.0,0.183,4.067085953878407,j-idol
X-Terminate - T-1000 Mix,389920,True,20,The Viper,Nothing To Lose,0.623,0.939,1,-6.891,0.0,0.153,0.00609,0.723,0.486,0.148,158.051,389920,4.0,1007.0,252.0,0.858,2.36741214057508,happy
Yeh Jo Halka Halka Suroor Hai,438517,False,48,Nusrat Fateh Ali Khan,Sanu Ek Pal Chain,0.333,0.681,1,-7.894,1.0,0.0694,0.376,7.91e-06,0.157,0.43,76.551,438518,4.0,725.0,181.0,0.884,2.36741214057508,indian
Sentimental Mood,109500,False,41,Crate Diggers,Mixtape,0.738,0.558,10,-12.088,0.0,0.0423,0.000663,0.163,0.17,0.601,80.03,109500,4.0,143.0,35.0,0.039,0.7573891625615764,study
もののけだもの,195100,False,5,PASSEPIED,もののけだもの,0.653,0.798,4,-4.57,0.0,0.231,0.284,4.86e-06,0.069,0.766,183.992,195101,,584.0,145.0,0.511,0.916010498687664,j-idol
Baby Love,216263,False,0,Samantha J;R. City,Baby Love,0.723,0.706,3,-4.417,,0.0644,0.104,0.0,0.422,0.585,90.919,216264,4.0,322.0,79.0,0.229,1.7389162561576357,j-dance
Jamaica Jamaica,211620,False,48,Busy Signal,Jamaica Jamaica,0.714,0.803,2,-6.095,0.0,0.241,0.103,0.0,0.062,0.859,168.04,211620,,589.0,148.0,0.611,3.70048309178744,j-dance
懸 - 不插電版,222000,False,48,OHMYMEITING,邁向三十,0.564,0.215,3,-10.603,1.0,0.0406,0.857,0.0,0.122,0.318,142.926,222000,,519.0,129.0,0.962,1.7389162561576357,mandopop
Nômade VII,206451,True,19,Zarastruta;Jean Tassy;Patricio Sid;Don,Nômade VII,0.813,0.424,1,-11.035,0.0,0.375,0.816,0.0,0.081,0.546,92.972,206452,4.0,318.0,79.0,0.024,2.36741214057508,brazil
Creep (Glee Cast Version),237266,False,54,Glee Cast,"Glee: The Music, The Complete Season Four",0.329,0.54,5,-6.814,1.0,0.033,0.017,1.63e-05,0.176,0.137,184.572,237267,4.0,722.0,181.0,0.552,1.2793053545586106,techno
Atrévete-Te-Te,239306,True,78,Calle 13,Calle 13 (Explicit Version),0.829,0.878,9,-5.951,,0.101,0.0959,0.0,0.776,0.883,87.991,239307,4.0,349.0,87.0,0.379,1.343558282208589,afrobeat
Apna Har Din,265364,False,52,Pritam;Shaan;Anushka Manchanda,Golmaal 3,0.778,0.861,8,-4.809,1.0,0.0838,0.08,1.15e-06,0.101,0.506,103.988,265364,4.0,447.0,112.0,0.033,2.7259036144578315,indian
¿Dónde Están Corazón? - En Vivo En El Gran Rex / 2015,216360,False,27,Coti,Tanta Magia (En Vivo En El Gran Rex / 2015),0.574,0.733,9,-6.216,,0.0394,0.122,0.0,0.556,0.442,85.946,216360,4.0,310.0,76.0,0.969,1.343558282208589,spanish
Remédio pra Desprezo,199601,False,43,Zé Vaqueiro Estilizado,Psicanálise,0.706,0.594,1,-7.678,,0.0344,0.729,7.9e-06,0.178,0.9,149.98,199602,4.0,489.0,122.0,0.682,2.36741214057508,forro
Spanjaroush (Bonus Track),402000,False,1,From The Vastland,Taurvi,0.157,0.96,6,-4.321,1.0,0.0942,6.99e-05,0.00234,0.12,0.0755,160.193,402000,,1060.0,267.0,0.644,1.1709531013615733,iranian
Killing the Giants as They Sleep,744720,False,2,Panopticon,Kentucky,0.0728,0.873,10,-9.159,0.0,0.127,0.000941,0.755,0.608,0.0375,177.672,744720,5.0,2228.0,559.0,0.016,0.7573891625615764,black-metal
B.L.M.D.,294160,True,20,Witchtrap,No Anesthesia,0.398,0.984,4,-6.762,,0.0779,0.00422,0.194,0.183,0.1,104.483,294160,4.0,500.0,125.0,0.413,0.916010498687664,black-metal
If Only Memories (Fourth Episode),274815,False,0,Pouya Pour-Amin,Prison Episodes,0.159,0.236,10,-17.35,,0.0381,0.916,0.836,0.0986,0.0345,96.834,274815,5.0,432.0,106.0,0.607,0.7573891625615764,iranian
Nothing Time,410106,False,19,Susumu Yokota,Sound Of Sky,0.747,0.708,6,-8.962,,0.0364,0.631,0.873,0.0839,0.33,109.972,410107,,752.0,187.0,0.055,1.1709531013615733,idm
BLOOD CLUB,297812,False,16,ALEX,BLOOD CLUB (Deluxe Edition),0.756,0.927,0,-7.797,1.0,0.147,0.06,0.343,0.111,0.22,103.984,297813,4.0,515.0,128.0,0.403,3.349056603773585,techno
Paraíso Que Me Cerca,217647,False,46,BK;JXNV$;Mayra Andrade,Cidade do Pecado,0.816,0.676,0,-5.682,,0.0708,0.701,0.0139,0.201,0.0845,118.047,217647,4.0,424.0,106.0,0.642,3.349056603773585,brazil
Post,191848,False,17,Kettel,Ibb & Obb (Original Soundtrack),0.489,0.498,7,-16.066,1.0,0.0361,0.235,0.914,0.0955,0.247,85.025,191848,4.0,270.0,67.0,0.425,4.067085953878407,idm
Open Hands,203320,False,37,Urban Rescue,Wild Heart,0.598,0.715,11,-6.036,,0.0449,0.0111,0.0,0.233,0.319,95.028,203320,4.0,317.0,79.0,0.846,0.7481162540365985,mandopop
Amen,227013,False,57,for KING & COUNTRY,Burn The Ships,0.64,0.469,7,-8.718,1.0,0.0412,0.00758,0.000453,0.0711,0.305,90.001,227013,3.0,335.0,110.0,0.188,4.067085953878407,afrobeat
Waves: Sleeping Mother,63128,False,36,Ocean Sounds,Ocean Waves Sounds,0.163,0.459,9,-23.748,0.0,0.05,0.87,0.982,0.578,1e-05,87.991,63129,1.0,92.0,22.0,0.063,1.343558282208589,sleep
One Nap At a Time,140000,False,35,Breakfast For Brunch,One Nap At a Time,0.617,0.375,10,-12.871,,0.0426,0.763,0.927,0.176,0.201,136.037,140000,4.0,314.0,78.0,0.549,0.7573891625615764,study
Uitblinken,179789,False,58,Sohn Aelia,Uitblinken,0.199,0.0334,0,-29.758,1.0,0.0441,0.965,0.942,0.0819,0.0355,64.8,179790,3.0,190.0,63.0,0.336,3.349056603773585,sleep
Malibu,148822,True,58,Virginia To Vegas;NOTD,Malibu,0.657,0.653,9,-8.525,,0.0258,0.0568,0.000142,0.321,0.624,111.974,148822,4.0,274.0,68.0,0.56,1.343558282208589,chicago-house
Missy,233586,False,24,Punch Brothers,Antifogmatic,0.546,0.14,2,-18.215,,0.0401,0.813,5.8e-06,0.0773,0.133,114.317,233587,4.0,431.0,108.0,0.614,3.70048309178744,bluegrass
larvaline,108750,False,20,Papi Pier,larvaline,0.7,0.35,5,-9.036,0.0,0.239,0.95,0.829,0.105,0.5,159.968,108750,4.0,288.0,72.0,0.097,1.2793053545586106,study
Roll Clean,150315,True,0,Masicka;Dunw3ll,Roll Clean - Single,0.702,0.913,1,-3.385,1.0,0.218,0.171,0.0,0.297,0.632,95.004,150316,4.0,230.0,55.0,0.098,2.36741214057508,j-dance
ペディキュアday,238360,False,26,ノースリーブス,ペディキュアday,0.498,0.98,9,-2.968,1.0,0.09,0.0452,0.00681,0.357,0.583,155.051,238360,4.0,599.0,149.0,0.387,1.343558282208589,j-idol
Perder o Interesse,249597,False,45,Knust;Luiz Lins;CMK,Perder o Interesse,0.717,0.411,9,-11.908,0.0,0.162,0.219,0.000298,0.172,0.133,74.864,249597,4.0,312.0,77.0,0.149,1.343558282208589,brazil
If Only I Could Fly,107977,False,55,Amellia Grey,Ever So Slightly,0.156,0.0883,7,-31.389,1.0,0.037,0.937,0.883,0.117,0.0732,137.199,107978,5.0,246.0,60.0,0.214,4.067085953878407,sleep
Coronavirus,154853,True,32,iMarkkeyz,Coronavirus,0.717,0.831,11,-3.878,0.0,0.203,0.000898,0.000185,0.854,0.821,83.986,154854,4.0,216.0,53.0,0.062,0.7481162540365985,techno
The Whistle Song,417706,False,20,Frankie Knuckles,Deep House Anthems,0.71,0.616,0,-16.306,,0.11,0.0344,0.226,0.0935,0.401,120.391,417707,4.0,832.0,208.0,0.705,3.349056603773585,chicago-house
Drown - Massano Remix,440949,False,54,Øostil;Juan Hansen;Massano,In My System EP,0.788,0.745,2,-8.358,,0.0527,0.145,0.85,0.102,0.199,122.001,440950,,891.0,224.0,0.859,3.70048309178744,techno
Vicarious,426680,False,66,TOOL,"10,000 Days",0.506,0.877,0,-5.73,1.0,0.032,5.16e-05,0.776,0.0712,0.302,114.589,426680,5.0,810.0,202.0,0.04,3.349056603773585,black-metal
Você Vai Recair,168000,False,44,Unha Pintada,Você Vai Recair,0.745,0.589,3,-7.388,1.0,0.0507,0.7,0.0,0.0639,0.613,135.099,168000,4.0,370.0,92.0,0.569,1.7389162561576357,forro
Sunday Sound Bath,130998,False,10,"Sarah, the Illstrumentalist",The Black Expression,0.68,0.45,8,-7.743,1.0,0.0505,0.131,0.733,0.127,0.109,120.016,130999,4.0,258.0,63.0,0.457,2.7259036144578315,study
Oye Mami,326880,False,10,Bad Boy Bill;Nick Rockwell,Oye Mami,0.728,0.903,7,-3.624,,0.0751,6.7e-05,0.0325,0.062,0.185,125.016,326880,4.0,672.0,169.0,0.149,4.067085953878407,chicago-house
Power Over Death,230514,False,14,Oli XL,"""I Could Go Anywhere But Again I Go With You""",0.422,0.436,1,-10.828,1.0,0.161,0.0344,0.862,0.0838,0.492,94.416,230515,1.0,440.0,110.0,0.854,2.36741214057508,techno
Enquanto Acaba,259564,False,47,Don L;Flora Matos,Caro Vapor / Vida e Veneno de Don L,0.81,0.633,1,-8.012,,0.0812,0.0404,0.304,0.224,0.853,121.485,259564,3.0,516.0,171.0,0.134,2.36741214057508,brazil
Black-Eyed Susan,221960,False,32,Town Mountain,Heroes & Heretics,0.369,0.44,2,-11.16,1.0,0.031,0.856,0.184,0.0434,0.333,102.194,221960,4.0,358.0,89.0,0.116,3.70048309178744,bluegrass
Yègellé Tezeta,194293,False,57,Mulatu Astatke,New York - Addis - London: The Story of Ethio Jazz 1965-1975,0.839,0.233,3,-13.539,,0.0413,0.745,0.747,0.105,0.777,125.597,194293,4.0,403.0,101.0,0.699,1.7389162561576357,afrobeat
プラスティック・ラブ,294346,False,46,Mariya Takeuchi,VARIETY (30th Anniversary Edition),0.692,0.875,7,-4.824,1.0,0.0323,0.0428,0.00137,0.159,0.85,102.256,294347,4.0,496.0,123.0,0.593,4.067085953878407,j-idol
McQueen's Lost,148733,False,46,Randy Newman,Cars (Original Motion Picture Soundtrack),0.27,0.273,0,-13.335,,0.0361,0.798,0.796,0.052,0.0603,119.562,148733,4.0,293.0,74.0,0.298,3.349056603773585,disney
I Am The Magnificent (Original Mix) - Extended Mix,367179,False,0,The Prophet,The Hardcore Archive Part 3 (1997),0.329,0.853,11,-6.488,0.0,0.046,0.000161,0.74,0.309,0.0708,103.933,367179,4.0,613.0,152.0,0.012,0.7481162540365985,happy
煎熬,262026,False,56,Jess Lee,感謝愛人,0.379,0.39,11,-6.597,,0.0299,0.465,6.14e-06,0.0943,0.154,139.197,262027,4.0,592.0,150.0,0.826,0.7481162540365985,mandopop
A Waiting,133793,False,60,Even Massi,Delusion,0.171,0.00552,0,-34.587,1.0,0.0422,0.912,0.871,0.109,0.0909,73.031,133793,3.0,160.0,52.0,0.74,3.349056603773585,sleep
放課後ゲタ箱ロッケンロールMX,272720,False,17,Shiritsu Ebisu Chugaku,中人,0.357,0.995,11,-1.065,0.0,0.484,0.0163,0.000247,0.258,0.0808,185.054,272720,4.0,812.0,205.0,0.533,0.7481162540365985,j-idol
皇冠,209006,False,29,Z.TAO,Z.TAO,0.569,0.489,2,-7.912,1.0,0.0347,0.507,0.0,0.102,0.416,139.731,209007,4.0,476.0,119.0,0.182,3.70048309178744,mandopop
The Nameless Dread,71375,False,21,Anaal Nathrakh,The Whole of the Law,0.206,0.613,3,-7.119,1.0,0.0463,0.899,0.748,0.309,0.0781,82.459,71375,4.0,94.0,22.0,0.642,1.7389162561576357,black-metal
Delusions of Omniscience,568186,False,5,Alphaxone;protoU,Back to Beyond,0.0925,0.254,9,-21.862,1.0,0.0438,0.266,0.761,0.122,0.0307,87.657,568186,4.0,878.0,221.0,0.072,1.343558282208589,iranian
Cave Crawl,208404,False,40,Navie D,Music to Banana To,0.707,0.694,5,-6.332,1.0,0.0299,0.00021,0.896,0.11,0.313,125.008,208405,4.0,425.0,107.0,0.635,1.2793053545586106,techno
Beijou Ta Novo,164617,False,43,Washington Brasileiro,Beijou Ta Novo,0.758,0.949,1,-3.731,1.0,0.07,0.378,0.0,0.225,0.848,174.009,164617,4.0,473.0,117.0,0.283,2.36741214057508,forro
Main Yahaan Hoon,295157,False,71,Madan Mohan;Udit Narayan;Javed Akhtar,Veer - Zaara,0.484,0.788,4,-7.625,0.0,0.0565,0.69,0.0132,0.0939,0.741,171.973,295158,4.0,833.0,208.0,0.023,0.916010498687664,indian
Hold Whatcha Got,168106,False,30,Tony Rice Unit,Manzanita,0.678,0.489,5,-11.556,1.0,0.0358,0.28,8.58e-06,0.107,0.899,104.836,168107,,282.0,70.0,0.185,1.2793053545586106,bluegrass
Fazenda do Papai,154203,False,24,Chicão do Piseiro;Jonatas Campeão,Fazenda do Papai,0.674,0.907,1,-5.472,,0.0448,0.618,0.0,0.0787,0.947,167.941,154204,4.0,398.0,98.0,0.906,2.36741214057508,forro
Nothing Short of Thankful,206000,False,28,The Avett Brothers,Mignonette,0.545,0.806,2,-6.212,1.0,0.0526,0.526,4.76e-06,0.125,0.596,118.95,206000,,402.0,99.0,0.589,3.70048309178744,bluegrass
Repetitious (Zamaangard),325503,False,5,Baaroot,From Void To Void,0.264,0.146,7,-18.244,,0.0314,0.942,0.0549,0.0985,0.212,179.832,325503,3.0,959.0,319.0,0.674,4.067085953878407,iranian
Journey Through the Cold Moors of Svarttjern,331773,False,19,Carpathian Forest,"Through Chasm, Caves And Titan Woods",0.347,0.45,2,-17.447,1.0,0.0304,0.00982,0.0102,0.115,0.185,80.15,331773,4.0,437.0,107.0,0.911,3.70048309178744,black-metal
Promised Land (ASOT 976) - Cosmic Gate's No Gravity Remix,351440,False,5,Joe Smooth;Cosmic Gate,ASOT 976 - A State Of Trance Episode 976 (A State Of Trance Showcase - Mix 009: Rodg),0.614,0.83,9,-6.903,1.0,0.0331,0.00854,0.203,0.103,0.0389,126.981,351440,4.0,742.0,186.0,0.414,1.343558282208589,chicago-house
Motel In Memphis,265693,False,27,Old Crow Medicine Show,Tennessee Pusher,0.401,0.521,4,-8.253,0.0,0.0327,0.0981,3.82e-06,0.167,0.548,155.573,265693,4.0,677.0,169.0,0.292,0.916010498687664,bluegrass
Paddoman,199600,False,20,Hakkuhbar,Vet heftig,0.69,0.896,7,-7.367,1.0,0.127,0.0438,0.000329,0.346,0.796,172.036,199600,4.0,569.0,141.0,0.555,4.067085953878407,happy
Aire (En Vivo),276987,False,33,Ana Torroja;Erik Rubin,90's Pop Tour 4 (En Vivo Desde la Arena Ciudad de México),0.316,0.817,5,-8.907,0.0,0.0585,0.346,2.52e-05,0.948,0.209,160.924,276988,4.0,741.0,186.0,0.259,1.2793053545586106,spanish
Selvmordssalme,360000,False,17,Urgehal,Goatcraft Torment,0.0679,0.917,9,-6.398,1.0,0.0686,1.51e-06,0.000689,0.211,0.194,184.386,360000,4.0,1003.0,252.0,0.969,1.343558282208589,black-metal
God Only Knows,168866,False,10,AMB,Blood in Blood Out,0.676,0.769,4,-5.618,,0.0272,0.00734,0.0,0.18,0.55,102.012,168867,3.0,288.0,95.0,0.614,0.916010498687664,breakbeat
New & Improved,347071,False,27,Greensky Bluegrass,Stress Dreams,0.529,0.539,7,-13.324,,0.0331,0.355,0.29,0.348,0.558,124.156,347072,4.0,708.0,179.0,0.638,4.067085953878407,bluegrass
Há Coisas Que Não Mudam,210093,False,25,Cátia Moreira;Ana Encarnação;Henrique Feist;Filipe Gonçalves;Elenco - Frozen 2: O Reino do Gelo,Frozen 2: O Reino do Gelo (Banda Sonora Original em Português/Deluxe Edition),0.55,0.505,5,-5.177,1.0,0.0314,0.598,0.0,0.124,0.415,90.099,210093,4.0,309.0,78.0,0.013,1.2793053545586106,disney
Summe Volume - Aus Remix,246480,False,7,aus,ReCollected,0.543,0.388,6,-13.5,,0.0512,0.851,0.0911,0.136,0.063,77.025,246480,4.0,310.0,78.0,0.902,1.1709531013615733,idm
Jhuk Na Paunga,264438,False,45,Papon,Raid,0.636,0.607,0,-8.08,1.0,0.0321,0.658,0.0168,0.145,0.229,119.837,264438,4.0,520.0,130.0,0.129,3.349056603773585,indian
Africa Nossa (with Ismaël Lô),232146,False,32,Cesária Evora;Ismaël Lô,Rogamar,0.804,0.854,7,-7.937,1.0,0.0487,0.611,8.31e-05,0.395,0.841,104.004,232147,4.0,399.0,99.0,0.653,4.067085953878407,forro
Wave of Rave - Countdown in Cold Bass City [Remastered],540631,False,12,Marc Acardipane,The Most Famous Unknown - Expansion Pack 1,0.502,0.97,3,-5.575,,0.0546,0.000261,0.818,0.291,0.349,153.87,540631,4.0,1380.0,344.0,0.796,1.7389162561576357,happy
Which Hairstyle (Model),182571,False,3,Vybz Kartel;Arif Cooper,Brand New Old School Riddim,0.619,0.833,5,-6.196,,0.286,0.129,0.0,0.065,0.642,132.021,182571,5.0,403.0,100.0,0.223,1.2793053545586106,j-dance
Love You Better,170893,False,63,John De Sohn;Rasmus Hagen,Made For You,0.733,0.785,11,-7.496,,0.0416,0.0934,0.00135,0.101,0.796,102.987,170893,4.0,289.0,71.0,0.566,0.7481162540365985,chicago-house
What Comes Around - Spanish Version,226240,False,24,Ill Niño,Revolution Revolucion [Special Edition],0.503,0.947,1,-4.687,1.0,0.0966,0.00035,0.00124,0.102,0.156,112.204,226240,4.0,421.0,106.0,0.737,2.36741214057508,industrial
Implosion,226500,True,0,Pointed Mutation,Implosion,0.463,0.987,3,-1.434,1.0,0.116,4.91e-05,8.96e-05,0.276,0.0899,107.463,226500,4.0,396.0,100.0,0.158,1.7389162561576357,iranian
Compulsive Psychosis,254506,False,22,Hypocrisy,Virus,0.303,0.971,6,-3.826,1.0,0.0852,2.55e-06,0.594,0.354,0.14,179.972,254507,4.0,761.0,190.0,0.041,1.1709531013615733,black-metal
Zeynab,230000,False,1,Saint Abdullah,Zeynab,0.573,0.626,8,-10.637,,0.0525,0.7,0.0,0.143,0.14,79.958,230000,4.0,305.0,76.0,0.324,2.7259036144578315,iranian
Lembranças (Ao Vivo),202371,False,35,Maneva,8 Anos (Ao Vivo),0.576,0.498,4,-10.775,,0.0542,0.492,8.86e-06,0.973,0.788,172.187,202372,,579.0,144.0,0.276,0.916010498687664,brazil
Real-X,282613,False,20,2 Brothers On The 4th Floor,2,0.576,0.639,10,-14.293,1.0,0.0296,0.00484,0.942,0.138,0.565,137.999,282613,4.0,643.0,160.0,0.681,0.7573891625615764,happy
A Wedding in Cherokee County - 2002 Remaster,189200,False,24,Randy Newman,Good Old Boys,0.446,0.225,6,-15.818,,0.042,0.901,0.000545,0.1,0.168,178.146,189200,3.0,552.0,182.0,0.527,1.1709531013615733,disney
牆外,256551,False,42,Namewee;小花,牆外,0.73,0.48,9,-6.405,1.0,0.0387,0.853,0.0,0.337,0.623,138.044,256552,,584.0,146.0,0.655,1.343558282208589,mandopop
Saku,345840,False,19,Susumu Yokota,Sakura,0.395,0.156,2,-17.997,,0.0337,0.833,0.893,0.117,0.115,118.257,345840,4.0,674.0,169.0,0.984,3.70048309178744,idm
Sin ti seria silencio - Parte II,284093,False,36,Mägo de Oz,La ciudad de los arboles,0.504,0.458,4,-7.66,1.0,0.0261,0.753,0.0,0.251,0.442,83.213,284073,,385.0,96.0,0.179,0.916010498687664,spanish
You & Me (feat. W. Darling),244285,False,45,Bassnectar;W. Darling,Noise vs Beauty,0.493,0.744,7,-4.021,1.0,0.0342,0.000748,0.384,0.322,0.151,140.041,244286,,566.0,141.0,0.707,4.067085953878407,breakbeat
Senhor da Terra,275961,False,43,Marquinhos Gomes,Senhor da Terra,0.406,0.764,11,-6.49,1.0,0.0398,0.151,0.0,0.378,0.349,77.546,275962,4.0,347.0,87.0,0.378,0.7481162540365985,brazil
Taradiddle Paradiddle,148129,False,6,Jobii,Intergalactic Sneakers,0.477,0.426,0,-9.553,1.0,0.0472,0.212,0.963,0.0984,0.147,162.276,148129,4.0,399.0,101.0,0.716,3.349056603773585,study
Human Purge Mission,238972,False,0,Beshenitar,The Great Wound of History,0.422,0.998,11,-2.862,1.0,0.133,0.249,0.00171,0.112,0.0281,129.995,238973,4.0,512.0,127.0,0.998,0.7481162540365985,iranian
不說,337733,False,25,Mixer,馬戲團運動,0.343,0.716,6,-4.668,1.0,0.0455,0.0785,0.000314,0.274,0.226,169.997,337733,,918.0,229.0,0.849,1.1709531013615733,mandopop
Saveiro,164924,False,50,Os Parazim,O Som do Bbq,0.67,0.933,2,-2.427,0.0,0.0345,0.429,0.0,0.306,0.852,128.019,164924,4.0,345.0,87.0,0.992,3.70048309178744,forro
Reverse Effect,306372,False,19,Jor'dan Armstrong,Blsd (Deluxe),0.704,0.486,0,-7.189,0.0,0.193,0.36,0.0,0.0915,0.415,139.957,306373,,709.0,177.0,0.181,3.349056603773585,afrobeat
Baaraat,222096,False,62,Ritviz;Nucleya,Baaraat,0.678,0.449,4,-9.379,,0.0869,0.477,0.0,0.536,0.606,100.033,222096,4.0,366.0,91.0,0.09,0.916010498687664,indian
Faggot,163706,True,63,Mindless Self Indulgence,Frankenstein Girls Will Seem Strangely Sexy,0.63,0.76,1,-10.347,,0.115,0.000916,0.000856,0.0766,0.561,152.042,163707,,409.0,103.0,0.108,2.36741214057508,industrial
Thirty Two,153000,False,0,Farzad Golpayegani,Two,0.376,0.961,9,-3.528,0.0,0.118,0.00448,0.625,0.0873,0.149,163.996,153000,3.0,411.0,137.0,0.705,1.343558282208589,iranian
Haare Haare LoFi,96007,False,47,Silent Ocean,Haare Haare LoFi,0.46,0.65,8,-13.101,,0.317,0.629,0.00852,0.25,0.368,79.904,96008,4.0,123.0,31.0,0.441,2.7259036144578315,indian
Piensa Positivo,404999,False,21,Cascada de Lluvia,"Meditación con la Música de Fondo para el Masaje, Spa & Wellness",0.11,0.099,0,-21.924,1.0,0.0416,0.978,0.867,0.106,0.0313,80.683,405000,4.0,519.0,130.0,0.029,3.349056603773585,afrobeat
Beat Soup,111374,False,39,Beat Oven,Beat Soup,0.727,0.295,3,-10.21,,0.077,0.402,0.887,0.0991,0.949,80.008,111375,4.0,148.0,36.0,0.787,1.7389162561576357,study
Mineirinha,200760,False,39,Forrozão Sela Rasgada;Zezinho Aboiador,A Rainha das Vaquejadas,0.566,0.618,0,-13.073,1.0,0.0788,0.683,3.69e-06,0.208,0.763,184.257,200760,4.0,616.0,156.0,0.659,3.349056603773585,forro
