name,duration_ms,explicit,popularity,artists,album_name,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre,kmeans.labels_
Meeresrauschen zur Entspannung,128723,0,43,Meeresrauschen,"Meeresrauschen zur Entspannung, für Meditation, Yoga und Wellness",0.133,0.999,9,-18.314,0.0503,0.364,0.993,0.957,1e-05,142.823,5.0,sleep,3
Claw / Crawl,244666,0,17,Youth Code;King Yosef,A Skeleton Key in the Doors of Depression,0.509,0.953,10,-3.342,0.0485,0.00204,0.000497,0.147,0.0389,134.971,4.0,industrial,1
Aguenta o Sofrimento,137336,0,26,Taty Girl,Aguenta o Sofrimento,0.561,0.872,9,-4.043,0.0543,0.379,0.0,0.225,0.847,180.041,4.0,forro,1
Remédio pra Desprezo,199601,0,43,Zé Vaqueiro Estilizado,Psicanálise,0.706,0.594,1,-7.678,0.0344,0.729,7.9e-06,0.178,0.9,149.98,4.0,forro,0
Legs - '96 Hardcore Remix,243693,0,24,DJ Waxweazle,Early Rave Anthems Part 2,0.719,0.963,1,-5.473,0.105,0.000973,0.911,0.399,0.176,94.831,4.0,happy,3
Spirit Sensitive,306800,0,13,Larry Heard;Loosefingers,Soundtrack From the Duality Double-Play,0.694,0.647,6,-11.887,0.0329,0.424,0.526,0.113,0.578,120.021,4.0,chicago-house,3
"Freaky Gal (Juleen), Pt. 1",117106,0,21,Vybz Kartel,"Freaky Gal (Juleen), Pt. 1",0.794,0.657,10,-8.038,0.506,0.589,0.0,0.0922,0.797,95.155,4.0,j-dance,0
Mi Cali Bella,187959,0,36,Billo's,Exitos De Billo's Caracas Boys,0.454,0.621,3,-6.782,0.0816,0.49,1.15e-05,0.131,0.877,195.995,4.0,j-idol,0
Beat It Down,293066,0,11,Freestylers,Adventures In Freestyle,0.648,0.922,0,-5.842,0.029,0.00231,0.138,0.421,0.711,130.999,4.0,breakbeat,1
Spanjaroush (Bonus Track),402000,0,1,From The Vastland,Taurvi,0.157,0.96,6,-4.321,0.0942,6.99e-05,0.00234,0.12,0.0755,160.193,4.0,iranian,1
血流,208093,0,61,yama,the meaning of life,0.743,0.718,10,-3.766,0.0336,0.201,0.0,0.319,0.897,136.979,4.0,j-dance,1
Killing the Giants as They Sleep,744720,0,2,Panopticon,Kentucky,0.0728,0.873,10,-9.159,0.127,0.000941,0.755,0.608,0.0375,177.672,5.0,black-metal,3
undefined,101647,0,47,Twinkz,undefined,0.623,0.41,10,-14.545,0.0417,0.876,0.113,0.112,0.273,84.992,4.0,study,0
ひらがなけやき,223226,0,23,Keyakizaka46,走り出す瞬間 (Complete Edition),0.619,0.917,0,-3.164,0.0333,0.0931,0.0,0.342,0.911,124.992,4.0,j-idol,1
Uncloudy Day,119186,0,26,The Stanley Brothers,Gloryland 2: Bluegrass Gospel Classics,0.605,0.285,6,-10.787,0.0265,0.669,0.0,0.137,0.49,97.537,4.0,bluegrass,0
The Wrist,316252,1,27,Mushroomhead,Superbuick,0.223,0.933,1,-5.8,0.103,0.0577,0.812,0.26,0.245,186.052,4.0,industrial,3
Ten Miles High,274306,0,17,Rotting Christ,A Dead Poem,0.503,0.793,2,-6.338,0.0317,4.9e-05,0.898,0.109,0.308,130.118,4.0,black-metal,3
B.L.M.D.,294160,1,20,Witchtrap,No Anesthesia,0.398,0.984,4,-6.762,0.0779,0.00422,0.194,0.183,0.1,104.483,4.0,black-metal,1
Scorched Earth,205048,1,26,Vybz Kartel,Scorched Earth,0.549,0.739,2,-5.287,0.263,0.136,0.0,0.0409,0.512,68.628,3.0,j-dance,1
Ellas,269066,0,0,Nach;Ismael Serrano,Rap x siempre,0.583,0.849,7,-5.394,0.248,0.709,0.0,0.168,0.835,92.142,4.0,spanish,0
"DuckTales - From ""DuckTales"" / Extended Version",118054,0,52,Felicia Barton,"DuckTales (From ""DuckTales"" / Extended Version)",0.557,0.838,7,-5.007,0.0393,0.06,0.0,0.188,0.643,183.026,4.0,disney,1
Rej,479775,0,11,Âme,Technics : Techno,0.518,0.831,7,-8.72,0.0839,0.0926,0.891,0.107,0.28,125.05,4.0,techno,3
THE FINAL COLLISION,345400,0,22,LOVEBITES,CLOCKWORK IMMORTALITY,0.352,0.905,9,-4.706,0.0777,7.63e-06,0.0162,0.153,0.374,199.946,4.0,j-idol,1
Lightwave,316085,0,4,Technimatic,Liquicity Festival 2022,0.472,0.89,7,-5.237,0.0482,0.00026,0.842,0.168,0.119,174.021,4.0,industrial,3
Setting Sun - 2003 Digital Remaster,241933,0,9,The Chemical Brothers;Noel Gallagher,Brotherhood (Deluxe),0.412,0.988,7,-1.594,0.142,0.000401,0.0543,0.367,0.191,135.041,4.0,breakbeat,1
If Only Memories (Fourth Episode),274815,0,0,Pouya Pour-Amin,Prison Episodes,0.159,0.236,10,-17.35,0.0381,0.916,0.836,0.0986,0.0345,96.834,5.0,iranian,2
Nothing Time,410106,0,19,Susumu Yokota,Sound Of Sky,0.747,0.708,6,-8.962,0.0364,0.631,0.873,0.0839,0.33,109.972,4.0,idm,3
I Wanna Rock You - CD Mix,206179,0,7,The Prophet,The Hardcore Archive Part 2 (1995 - 1996),0.585,0.954,7,-5.192,0.0631,0.00555,0.524,0.19,0.041,179.984,4.0,happy,3
Ilasas,263066,0,0,Plaid,We Are Reasonable People,0.718,0.555,2,-11.973,0.102,0.00773,0.731,0.0347,0.969,163.22,4.0,idm,3
Tic toc,70813,0,17,Vybz Kartel,Jamaican Style,0.551,0.816,10,-8.669,0.357,0.46,0.0,0.393,0.879,87.182,3.0,j-dance,1
Na Mesa do Rei,289720,0,47,Damares,Diamante (2010),0.418,0.688,11,-5.206,0.0472,0.397,0.0,0.165,0.316,145.365,4.0,brazil,0
BLOOD CLUB,297812,0,16,ALEX,BLOOD CLUB (Deluxe Edition),0.756,0.927,0,-7.797,0.147,0.06,0.343,0.111,0.22,103.984,4.0,techno,1
Laboratory,339560,0,0,Soheil Soheili,Visions of Darkness (In Iranian Contemporary Music),0.101,0.516,7,-12.037,0.0563,0.973,0.573,0.0738,0.0324,91.042,3.0,iranian,2
Unormal,335673,0,0,Confess,Back to My Future,0.537,0.798,2,-5.929,0.0352,4.02e-06,0.205,0.174,0.598,132.997,4.0,iranian,1
You're My Angel - DS VIP Edit,210375,0,39,Styles & Breeze;Darren Styles,You're My Angel,0.607,0.96,5,-4.109,0.262,0.0809,0.0648,0.0711,0.16,160.066,4.0,happy,1
Lymn - Extended Mix,403666,0,0,Oliver Schories,"Melodies & Harmonies, Vol. 32",0.81,0.672,2,-9.582,0.0526,0.000153,0.924,0.0806,0.285,124.0,4.0,techno,3
Paraíso Que Me Cerca,217647,0,46,BK;JXNV$;Mayra Andrade,Cidade do Pecado,0.816,0.676,0,-5.682,0.0708,0.701,0.0139,0.201,0.0845,118.047,4.0,brazil,0
Seu Amor / Diante da Cruz,497600,0,56,Isaias Saad;LUDI,Seu Amor / Diante da Cruz,0.333,0.24,4,-12.006,0.0312,0.836,4.72e-05,0.0963,0.251,71.374,4.0,brazil,0
Sova Musik,262646,0,29,Avslappning Sound,"Avslappnande Musik - Sova Musik för Begrundan, Sömnproblem, Avslappning, Positivt Tänkande",0.212,0.31,0,-17.178,0.0362,0.989,0.954,0.216,0.122,96.787,3.0,sleep,2
"Welcome To The Jungle Vol. 2 - Continuous DJ Mix, Pt. 2",2523428,0,12,Ed Solo;Deekline,"Welcome To The Jungle, Vol. 2: The Ultimate Jungle Cakes Drum & Bass Compilation",0.602,0.958,7,-2.743,0.0494,0.00167,0.000396,0.105,0.436,175.005,4.0,breakbeat,1
All The Best For Me,167151,0,29,Banty Foot;Thunder,#CCC,0.641,0.538,5,-5.208,0.0415,0.469,0.0,0.204,0.762,101.894,4.0,j-dance,0
Busy,186383,0,23,Timothy Infinite,Tropical,0.737,0.492,10,-7.062,0.0503,0.0104,0.901,0.105,0.328,94.007,4.0,study,3
La tanière du rat,81466,0,18,Germaine Franco,Encanto: La fantastique famille Madrigal (Bande Originale Française du Film),0.502,0.202,0,-19.155,0.0578,0.835,0.853,0.077,0.305,186.654,4.0,disney,2
Island of Reil,258493,0,0,Spuntic,Broadcast,0.114,0.0455,4,-27.855,0.0372,0.989,0.959,0.0999,0.0345,94.583,4.0,iranian,2
Nice to Meet You,373487,0,0,andhim,Nice to Meet You,0.576,0.935,0,-9.611,0.0355,0.000938,0.865,0.126,0.0384,123.997,4.0,techno,3
Everyday、カチューシャ,313573,0,24,AKB48,AKB48 15th Anniversary Single PLAYLIST I,0.328,0.976,3,-1.467,0.123,0.0202,0.0,0.101,0.216,172.512,4.0,j-idol,1
Making Lake Park in the Sun,231533,0,0,Casino Versus Japan,Whole Numbers Play the Basics,0.406,0.754,6,-9.114,0.0467,0.00562,0.965,0.116,0.0812,84.971,4.0,idm,3
My Gabber - Extended Mix,277935,1,8,Scooter;Jebroer,My Gabber,0.636,0.931,7,-7.619,0.0549,0.00138,0.000227,0.25,0.183,154.983,4.0,happy,1
Savages (Part 2),135000,0,16,Haruki Sayama;Ryoichi Fukuzawa;Yuko Doi;Music Creation,Pocahontas (Original Motion Picture Soundtrack/Japanese Version),0.221,0.325,2,-14.88,0.0553,0.912,0.000919,0.318,0.195,66.599,4.0,disney,0
Tag Ur It,170168,0,15,DJ Icey,Take a Little Take a Lot,0.821,0.881,7,-2.92,0.0625,0.00394,0.0492,0.0825,0.9,128.005,4.0,breakbeat,1
Somebody Touched Me,145400,0,25,The Dillards,Back Porch Bluegrass,0.404,0.653,11,-11.771,0.0373,0.392,0.0,0.333,0.745,154.161,4.0,bluegrass,1
Sonate III Opus 172 Pour Violoncelle Et Piano,594026,0,0,Alireza Mashayekhi;Marie-Thérèse Grisenti;Marc Vitantonio;Duo Grisenti Vitantonio,A. Mashayekhi - 5 Sonates Pour Violoncelle Et Piano,0.347,0.0949,2,-20.273,0.0492,0.964,0.78,0.0926,0.0393,77.227,4.0,iranian,2
Riverside Drive,368352,0,20,Larry Heard,Love's Arrival,0.699,0.524,4,-12.183,0.0573,0.0622,0.845,0.0656,0.661,109.984,4.0,chicago-house,3
"Quer Amor, Toma - Ao Vivo",162925,0,27,Humberto & Ronaldo,"Ao Vivo em Goiânia, Vol. 03",0.624,0.879,2,-4.98,0.1,0.382,0.0,0.347,0.761,132.007,4.0,forro,1
Ta Fazendo Falta,221520,0,47,Pablo;Solange Almeida,É Só Dizer Que Sim,0.655,0.646,5,-8.37,0.0903,0.284,0.0,0.615,0.385,131.854,4.0,forro,1
Cluck Old Hen,154506,0,29,Alison Krauss & Union Station,Every Time You Say Goodbye,0.626,0.536,9,-12.903,0.0335,0.652,0.892,0.0727,0.963,125.139,4.0,bluegrass,3
How Long (VIP Dub),182929,0,19,DJ Icey;Rae Ann,Ride Mountain Ride,0.787,0.777,8,-4.744,0.0445,0.000478,0.854,0.105,0.711,128.007,4.0,breakbeat,3
Post,191848,0,17,Kettel,Ibb & Obb (Original Soundtrack),0.489,0.498,7,-16.066,0.0361,0.235,0.914,0.0955,0.247,85.025,4.0,idm,3
Corazon of Mine,210386,0,17,Ill Niño,The Best Of Ill Niño,0.317,0.966,1,-4.4,0.082,0.000175,0.00515,0.337,0.213,126.49,4.0,industrial,1
Modul 1,336457,0,11,Arovane,Modul,0.796,0.896,11,-13.096,0.0567,0.241,0.871,0.0654,0.283,119.992,4.0,idm,3
Nice Suh (Mildew Riddim),175841,1,23,Alkaline;Anju Blaxx,Nice Suh (Mildew Riddim),0.794,0.877,6,-3.595,0.285,0.262,0.0,0.0723,0.771,101.268,4.0,j-dance,1
Open Hands,203320,0,37,Urban Rescue,Wild Heart,0.598,0.715,11,-6.036,0.0449,0.0111,0.0,0.233,0.319,95.028,4.0,mandopop,1
スローモ,213977,0,14,Kyary Pamyu Pamyu,ゆめのはじまりんりん,0.499,0.937,4,-4.402,0.04,0.0181,0.00118,0.0583,0.471,139.986,4.0,j-idol,1
Bank Head,260085,0,0,Kingdom;Kelela,Vertical XL,0.712,0.788,9,-6.911,0.0773,0.115,0.0248,0.0856,0.604,134.978,4.0,techno,1
如果雨之後,281200,0,64,Eric Chou,如果雨之後,0.315,0.534,6,-5.931,0.0332,0.525,0.0,0.171,0.445,136.725,4.0,mandopop,0
Shhhh Dad,203697,0,59,Silent Knights,Shhhhh For Baby Sleep,0.319,0.385,1,-17.802,0.0447,0.672,0.000277,0.318,0.0282,78.447,4.0,sleep,0
Amen,227013,0,57,for KING & COUNTRY,Burn The Ships,0.64,0.469,7,-8.718,0.0412,0.00758,0.000453,0.0711,0.305,90.001,3.0,afrobeat,1
Great I Am - Live,328933,0,52,New Life Worship;Integrity's Hosanna! Music,You Hold It All (Live),0.246,0.51,2,-6.637,0.036,0.00799,4.57e-05,0.325,0.101,159.915,4.0,indian,1
CALLAU,210842,0,35,Young Cister,CALLAU,0.797,0.719,3,-3.976,0.186,0.334,1.89e-05,0.0997,0.649,178.037,4.0,spanish,1
Waves: Sleeping Mother,63128,0,36,Ocean Sounds,Ocean Waves Sounds,0.163,0.459,9,-23.748,0.05,0.87,0.982,0.578,1e-05,87.991,1.0,sleep,2
Página Virada,214491,0,46,Aviões do Forró,"Aviões do Forró, Vol. 4",0.618,0.869,5,-6.875,0.0358,0.376,0.0,0.307,0.964,91.381,4.0,forro,1
ぐるぐるカーテン,245680,0,30,Nogizaka46,ぐるぐるカーテン Type-A,0.611,0.862,2,-2.548,0.0313,0.201,0.0,0.0399,0.917,132.025,4.0,j-idol,1
Bass Slut - Original Mix,329142,0,52,S3RL,Bass Slut / It Went / Crazy Ass Bitch,0.511,0.987,1,-3.182,0.171,0.00453,0.00214,0.142,0.521,174.996,4.0,happy,1
Chihiro,212963,0,51,Yoste,Chihiro (Remixes),0.382,0.54,4,-8.768,0.0289,0.908,0.651,0.0915,0.0948,139.693,3.0,sleep,2
Do Harm,181267,0,36,Greensky Bluegrass,All for Money,0.629,0.535,7,-11.576,0.0356,0.589,0.0238,0.11,0.663,102.512,4.0,bluegrass,0
Pongal Festival Song 2019,180712,0,0,ChuChu TV,"ChuChu TV Tamil Rhymes & Songs for Children, Vol. 1",0.751,0.706,5,-12.759,0.103,0.325,0.0585,0.105,0.816,174.049,3.0,disney,1
Pink Waters,119776,0,14,dusty dexter,Pink Waters,0.61,0.436,1,-14.052,0.103,0.755,0.868,0.0993,0.537,80.026,4.0,study,2
Oh Meu Deus,181528,0,0,Projota,Rap x siempre,0.727,0.796,0,-4.224,0.0445,0.00149,0.000221,0.468,0.422,149.966,4.0,brazil,1
So Cold [Mixed],154000,0,23,Anime,Hardshock Festival 2019,0.426,0.944,7,-5.984,0.111,0.156,6.08e-05,0.225,0.161,95.182,3.0,happy,1
The Phonics Alphabet Song,241250,0,0,Toddler Tunes,More Songs for Kids: Classic Children's Music,0.88,0.609,8,-10.487,0.0418,0.147,0.0,0.127,0.795,120.019,4.0,disney,1
One Nap At a Time,140000,0,35,Breakfast For Brunch,One Nap At a Time,0.617,0.375,10,-12.871,0.0426,0.763,0.927,0.176,0.201,136.037,4.0,study,2
Meloso,147449,0,11,Timothy Infinite,Soleado,0.634,0.408,6,-7.381,0.0831,0.042,0.808,0.109,0.165,125.371,5.0,study,3
Sorry Not Sorry,203760,1,1,Demi Lovato,Concierto en la ducha,0.705,0.643,11,-6.929,0.232,0.0242,0.0,0.262,0.884,143.944,4.0,breakbeat,1
Popatrz na niebo,249537,0,18,Kuba Jurzyk,Popatrz na niebo,0.356,0.32,5,-11.793,0.0407,0.731,0.0,0.111,0.356,173.92,3.0,disney,0
Orford Sentinel,72426,0,23,Ochre,Project Caelus,0.572,0.407,9,-18.698,0.0717,0.948,0.911,0.181,0.15,103.807,3.0,idm,2
Maybe Tomorrow,154981,0,44,downstreamdream,Maybe Tomorrow,0.737,0.21,11,-9.555,0.0607,0.89,0.935,0.113,0.174,135.772,4.0,study,2
Uitblinken,179789,0,58,Sohn Aelia,Uitblinken,0.199,0.0334,0,-29.758,0.0441,0.965,0.942,0.0819,0.0355,64.8,3.0,sleep,2
Malibu,148822,1,58,Virginia To Vegas;NOTD,Malibu,0.657,0.653,9,-8.525,0.0258,0.0568,0.000142,0.321,0.624,111.974,4.0,chicago-house,1
Stork Bite,142040,0,22,Andy Thorn,Songs of the Sunrise Fox,0.48,0.248,0,-15.567,0.049,0.938,0.841,0.0623,0.646,127.487,4.0,bluegrass,2
Space Bouquet,186635,0,21,Justnormal,Space Bouquet,0.641,0.4,3,-6.74,0.0304,0.88,0.88,0.108,0.111,84.981,4.0,study,2
Calm Baby Lullabies,128887,0,33,Baby Sleep Music;Baby Lullaby;Monarch Baby Lullaby Institute,"Baby Sleep Music: Soothing Baby Lullaby Music For Babies, Sleep Aid and Sleeping Music",0.181,0.00433,5,-34.628,0.0394,0.994,0.904,0.0905,0.0437,77.621,3.0,sleep,2
Missy,233586,0,24,Punch Brothers,Antifogmatic,0.546,0.14,2,-18.215,0.0401,0.813,5.8e-06,0.0773,0.133,114.317,4.0,bluegrass,0
We Don't Talk About Bruno - Reprise,86209,0,11,Little Piano Player,Encanto,0.68,0.0721,0,-25.957,0.0511,0.986,0.944,0.145,0.366,171.948,1.0,disney,2
In My Last Mourning... - 2012 Remaster,658760,1,39,Thy Light,Suici.De.Pression (2012 Remastered Version),0.133,0.4,5,-10.543,0.0685,0.0017,0.932,0.114,0.0371,142.82,3.0,black-metal,3
No Tourists,258064,0,6,The Prodigy,No Tourists,0.596,0.92,9,-6.827,0.0655,0.00115,0.888,0.121,0.135,105.998,4.0,breakbeat,3
HELL,248285,0,45,G.E.M.,HELL,0.559,0.646,4,-6.233,0.0392,0.0817,0.0004,0.0908,0.233,167.917,4.0,mandopop,1
Hair Dryer (Baby White Noise Series),300000,0,34,Baby Sweet Dream,Hair Dryer (Baby White Noise Series),0.0,0.0333,0,-25.706,0.0,0.981,1.0,0.971,0.0,0.0,0.0,sleep,2
House Party,393413,0,20,Aaron Smith;Malik Hart,House Party,0.76,0.772,1,-4.872,0.0935,0.0294,0.0124,0.361,0.674,121.996,4.0,chicago-house,1
I'll Be Your Friend - Original Mix (2011 Remastered Version),456911,0,36,Robert Owens,I'll Be Your Friend,0.731,0.859,10,-6.209,0.0414,0.000652,0.000184,0.116,0.573,121.867,4.0,chicago-house,1
I Seek the Truth - Outtake,241534,0,48,Kristen Anderson-Lopez;Patti Murin,Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),0.454,0.305,0,-8.904,0.0336,0.88,0.0,0.149,0.249,72.097,4.0,disney,0
Dona Maria,182961,0,36,Silvanno Salles,Volume 22,0.797,0.844,11,-3.855,0.0655,0.725,0.0,0.0698,0.854,139.014,4.0,forro,0
It's A Crime - Caribou Mix,186653,0,15,Virgo Four;Caribou,DJ-Kicks (Maya Jane Coles) [Mixed Tracks],0.715,0.859,3,-9.669,0.0507,0.0114,0.918,0.074,0.856,124.245,4.0,chicago-house,3
larvaline,108750,0,20,Papi Pier,larvaline,0.7,0.35,5,-9.036,0.239,0.95,0.829,0.105,0.5,159.968,4.0,study,2
Don't Forget About Me,206250,0,40,Chris James,The Art of Overthinking,0.472,0.296,1,-11.846,0.0525,0.832,1.78e-05,0.247,0.0959,103.945,4.0,study,0
Sanat Kuolleiden,182000,0,17,Sarastus,II-Toinen Tuleminen,0.462,0.989,9,-2.964,0.0737,9.67e-06,2.36e-05,0.517,0.101,120.07,4.0,black-metal,1
A Desolation Song (2016 - Remaster),308522,0,15,Agalloch,The Mantle,0.246,0.666,9,-9.228,0.0487,0.375,0.204,0.223,0.319,61.256,4.0,black-metal,0
Aire Ke Respiro,189727,0,61,Erpeche,Doblando la Dosis,0.715,0.945,4,-3.964,0.0842,0.0196,1.08e-06,0.027,0.924,102.006,4.0,spanish,1
Slowly,273786,0,0,Siavash Amini;Hessam Ohadi;Nima Pourkarimi,Spotty Surfaces,0.564,0.712,1,-10.621,0.094,0.0556,0.112,0.12,0.151,119.996,4.0,iranian,1
Joda - Worakls Remix,338086,0,52,Joachim Pastor;Worakls,"Hungry Music Remix, Vol. 1",0.757,0.678,3,-11.225,0.0323,0.0399,0.849,0.129,0.13,115.01,4.0,techno,3
Roll Clean,150315,1,0,Masicka;Dunw3ll,Roll Clean - Single,0.702,0.913,1,-3.385,0.218,0.171,0.0,0.297,0.632,95.004,4.0,j-dance,1
Hoje Livre Sou,271960,0,56,Ministério Adoração e Vida,O Céu Se Abre,0.475,0.522,5,-3.32,0.0271,0.458,0.0,0.146,0.227,147.919,4.0,brazil,0
ペディキュアday,238360,0,26,ノースリーブス,ペディキュアday,0.498,0.98,9,-2.968,0.09,0.0452,0.00681,0.357,0.583,155.051,4.0,j-idol,1
Perder o Interesse,249597,0,45,Knust;Luiz Lins;CMK,Perder o Interesse,0.717,0.411,9,-11.908,0.162,0.219,0.000298,0.172,0.133,74.864,4.0,brazil,0
If Only I Could Fly,107977,0,55,Amellia Grey,Ever So Slightly,0.156,0.0883,7,-31.389,0.037,0.937,0.883,0.117,0.0732,137.199,5.0,sleep,2
Coronavirus,154853,1,32,iMarkkeyz,Coronavirus,0.717,0.831,11,-3.878,0.203,0.000898,0.000185,0.854,0.821,83.986,4.0,techno,1
The Whistle Song,417706,0,20,Frankie Knuckles,Deep House Anthems,0.71,0.616,0,-16.306,0.11,0.0344,0.226,0.0935,0.401,120.391,4.0,chicago-house,1
Nothing's Changed - Vocal Mix,374773,0,9,Ten City,Spiritual Life Music,0.622,0.741,7,-11.801,0.0504,0.00661,0.0103,0.0943,0.726,118.117,4.0,chicago-house,1
Be Mankan,306960,0,11,Ali Farka Touré;Toumani Diabaté,Ali & Toumani,0.583,0.206,4,-12.297,0.0416,0.9,0.38,0.123,0.483,123.362,3.0,afrobeat,0
Freguês da Meia Noite,249600,0,24,Criolo,Nó na Orelha,0.634,0.393,7,-9.583,0.0283,0.35,0.000987,0.151,0.54,87.996,4.0,afrobeat,0
Drown - Massano Remix,440949,0,54,Øostil;Juan Hansen;Massano,In My System EP,0.788,0.745,2,-8.358,0.0527,0.145,0.85,0.102,0.199,122.001,4.0,techno,3
Universal Consciousness,400624,0,54,Charlotte de Witte,Universal Consciousness EP,0.738,0.91,9,-8.938,0.107,0.00118,0.874,0.0939,0.124,137.022,4.0,techno,3
"Ocean Breeze - Alpha Sinus 69,2 hz - 70 hz",258250,0,35,Floating,Alpha Sinus,0.169,0.00523,1,-34.713,0.0499,0.777,0.922,0.115,0.0345,120.096,4.0,sleep,2
Key nell 4,666493,0,7,Gescom,Key nell,0.456,0.936,0,-11.446,0.141,0.562,0.897,0.377,0.114,111.599,4.0,idm,3
Das Kufsteiner-Lied,232851,0,18,Marco Mzee,Das Kufsteiner-Lied,0.495,0.965,0,-2.886,0.0466,0.0688,1.53e-05,0.359,0.928,141.983,4.0,happy,1
Vicarious,426680,0,66,TOOL,"10,000 Days",0.506,0.877,0,-5.73,0.032,5.16e-05,0.776,0.0712,0.302,114.589,5.0,black-metal,3
Você Vai Recair,168000,0,44,Unha Pintada,Você Vai Recair,0.745,0.589,3,-7.388,0.0507,0.7,0.0,0.0639,0.613,135.099,4.0,forro,0
are and be,100253,0,45,wavcrush,pair of dice,0.633,0.189,5,-7.239,0.12,0.817,0.906,0.0997,0.435,79.115,4.0,study,2
Below the Thunders of the Upper Deep,350695,0,10,Alphaxone;Onasander;protoU,Shadows of Forgotten Legends,0.167,0.304,8,-22.959,0.0485,0.512,0.89,0.149,0.133,126.638,4.0,iranian,2
Sem Jesus Não da (Ao Vivo),257927,0,3,Banda Som e Louvor,Festa de Crente - Ao Vivo,0.463,0.901,0,-5.929,0.152,0.475,0.0,0.95,0.875,175.596,4.0,forro,1
The World Standard Dancing Club,225833,0,18,Wasuta,我々はネコである。,0.592,0.893,0,-2.523,0.0468,0.00176,0.00028,0.36,0.602,145.09,4.0,j-idol,1
Off The Grid,164571,0,21,Bassnectar;Dj Pound,All Colors,0.531,0.713,2,-3.32,0.252,0.00589,0.386,0.253,0.183,69.633,4.0,breakbeat,3
Sunday Sound Bath,130998,0,10,"Sarah, the Illstrumentalist",The Black Expression,0.68,0.45,8,-7.743,0.0505,0.131,0.733,0.127,0.109,120.016,4.0,study,3
You Deserve the Glory,222840,0,32,Aaron Keyes,Because,0.614,0.417,11,-10.491,0.0275,0.453,1.1e-05,0.199,0.309,132.06,4.0,indian,0
"Why Grumpy, You Do Care",127626,0,22,Frank Churchill;Leigh Harline;Larry Morey,Snow White and the Seven Dwarfs (Original Motion Picture Soundtrack),0.324,0.0768,10,-20.102,0.0396,0.946,0.288,0.323,0.242,101.722,4.0,disney,2
Zara Zara - LoFi Chill,387716,0,55,Bombay Jayashri;Swattrex,Hindi LoFi Vibe,0.583,0.308,7,-18.303,0.0465,0.581,0.0106,0.257,0.241,118.226,4.0,indian,0
Children Of The Night - XXL Version,390973,0,21,Nakatomi,Children Of The Night,0.636,0.912,2,-6.762,0.0756,0.000944,0.00532,0.318,0.582,171.402,4.0,happy,1
Stand in Your Love - Live,248760,0,52,Bethel Music;Josh Baldwin,Victory (Live),0.426,0.829,0,-4.075,0.0334,0.118,0.0,0.137,0.524,144.834,4.0,forro,1
Back Of My Mind,218333,0,24,Sarah Jarosz,Undercurrent,0.578,0.258,2,-9.133,0.0287,0.772,0.0134,0.126,0.186,115.879,3.0,bluegrass,0
You Used to Hold Me (feat. Xavier Gold),414249,0,14,Ralphi Rosario;Xavier Gold,Classic Club Bangers (Continuous DJ Mix),0.784,0.705,11,-5.885,0.06,0.0152,0.00708,0.11,0.514,123.258,4.0,chicago-house,1
Preciso Confiar,288496,0,47,Stella Laura;Valesca Mayssa,Preciso Confiar,0.661,0.529,8,-5.33,0.0312,0.648,0.0,0.132,0.328,121.892,4.0,brazil,0
Hum Nashe Mein Toh Nahin,238252,0,62,Pritam;Arijit Singh;Tulsi Kumar,Bhool Bhulaiyaa 2,0.572,0.736,11,-7.768,0.0658,0.643,0.0,0.128,0.778,85.035,4.0,indian,0
Un adiós - 2014 Remaster,209920,0,28,Tony Landa,Momentos junto a ti (Remasterizado 2014),0.419,0.866,4,-4.161,0.0337,0.31,3.15e-06,0.221,0.964,153.404,4.0,spanish,1
Servants Jaz House,407893,0,33,Glenn Underground,The Jerusalem EP's,0.75,0.365,8,-15.05,0.0625,0.00474,0.87,0.0775,0.323,121.988,3.0,chicago-house,3
A Man In Your Head,223906,0,18,Samael,Passage,0.37,0.948,5,-6.445,0.05,5.05e-06,0.495,0.453,0.211,98.128,4.0,black-metal,3
Dangerous,220173,0,56,Royal Deluxe,Born for This,0.521,0.484,4,-6.122,0.0747,0.0272,0.000191,0.0904,0.758,79.625,4.0,bluegrass,1
To Impersonal Mankind,258720,0,0,Garhelenth,About Pessimistic Elements & Rebirth of Tragedy,0.0989,0.831,5,-5.809,0.0585,0.0427,0.0587,0.103,0.0593,159.594,4.0,iranian,1
Barso,257142,0,50,Ritviz,Ved,0.537,0.829,2,-6.831,0.0318,0.0268,0.00715,0.124,0.0383,140.047,4.0,indian,1
The Jungle - Original Mix,310000,0,19,Jungle Wonz,Deliverance,0.781,0.587,11,-12.05,0.0904,0.182,0.495,0.0345,0.799,125.004,4.0,chicago-house,3
Sweet & Sweet CHERRY,194666,0,38,Yui Horie,ワールドエンドの庭,0.664,0.749,8,-5.075,0.0278,0.12,1.15e-06,0.117,0.641,103.99,4.0,j-idol,1
Oye Mami,326880,0,10,Bad Boy Bill;Nick Rockwell,Oye Mami,0.728,0.903,7,-3.624,0.0751,6.7e-05,0.0325,0.062,0.185,125.016,4.0,chicago-house,1
Power Over Death,230514,0,14,Oli XL,"""I Could Go Anywhere But Again I Go With You""",0.422,0.436,1,-10.828,0.161,0.0344,0.862,0.0838,0.492,94.416,1.0,techno,3
